ASV_1,ASV_2,correlation,pvalue
8aa84c2bb23089b38845d45b2f4742a7,18b7af5d1e7696bb8cd541bdde042b51,-0.1069,0.26
800e0527da5f9218e61c70f7d0ec8715,f816f5de71e4c19785cd5dfa8ee073db,-0.1069,0.42
f42aeaf1c13130f1fdfc8bafa43ded29,7f1023e871bcd3a4f7ac96f3a40c9a8d,0.1069,0.6
19463e5fe824700110e4a4ec8afe0512,b6e342d9f4e409f24eea3859aa76e82a,0.1069,0.59
0e94ac060981402de47bbf85360fea8b,d801b2110a503327da848c95357ca4a5,-0.1069,0.5
cfa7e5524c99aac7db9399503a7e846a,df20ccfbfc0741ee313d9e9433dbac01,-0.1069,0.41
0e9cc4c909306f5a9562d84888902e09,94c501c5d59dddbd80effa77dbceebe0,-0.1069,0.51
36e38981bc99d5d7fdd5959ca41f6313,e9e060e5e0e46911cad92b8292aeefd7,0.1069,0.19
b6e342d9f4e409f24eea3859aa76e82a,18b7af5d1e7696bb8cd541bdde042b51,-0.1069,0.43
894d5f2608f2a0e9e3bf2499f1cc6130,d693c275c376753e40770f95ba69a9f9,-0.1069,0.45
e6141036b0768b50c8079ce8ba7222f9,ce96aba4d82cdb5ffa5b76128cfbb917,0.1069,0.29
f847d5bbe9c5a3555db3988cfa1b838f,dc21153823efbfe6f4e092f110775cde,0.1068,0.51
daec04577d1843ad73efa35de1d48151,7bdb643584d385bedc3578796b996258,-0.1068,0.33
27201d8b9c2a23edc5ee1b093c39fe46,181a2b6fbc1d5f5de022772f08fb875c,-0.1068,0.3
d3cf08daefed96f494257ceff63a6cf8,31b772f3e0f36755cdb6cd584a8a105f,-0.1068,0.4
58b2cf308363fb35b932620518786116,43c8008fb032a5ed2cb06dafa83e23ec,-0.1068,0.22
d96a2ea1b09f080f66ce79b9ddfa768e,0a052939cf0cfd20acc22c826676e32c,0.1068,0.52
b5a22689fdda6393715cd10a326927d3,8a1c973b6094cbd560f363581ce1beba,0.1068,0.49
0a25bdc3567a1af9c215a6efaf816439,72d63057d6e53e6e72b1af409c9ed0fb,0.1068,0.41
fc7dec198c007a0622c9acba71b1edb1,201a9f507c9b354eb162adf1f311c607,-0.1068,0.35
800e0527da5f9218e61c70f7d0ec8715,9b6a7459b2c92cee0abfc36d503488b7,0.1068,0.52
94ef08db649a5339b6de95109a8bad0f,eb8d145285d4d18dd0c43c75115adbf9,0.1068,0.49
9413dd54243692b250670640c660758d,be9dcf562f0ab066c0b252d527a42d19,-0.1068,0.66
58a5d06b791283b4270f688e0b7408c9,daec04577d1843ad73efa35de1d48151,-0.1068,0.38
03a6a6d84a7be4b11b6467c91ca79d57,181a2b6fbc1d5f5de022772f08fb875c,0.1068,0.24
07751ebfb567d65db3f366d9c4037e68,0112df9b91ee10ca73426db0de32571b,-0.1068,0.5
d863bc6a2fa6a8a93787e45a6abe3304,eaa1d57a577a4aa93aceab1782827ea8,-0.1068,0.54
29b313a5262947210e3e9de415abaead,ef48b24d461ead26b22d8e442656ccc0,0.1068,0.6
89d1d4064aa11fd1f3efb8e1345c813f,89dfaf0aa4a8af8e27a826ba8dd97044,0.1067,0.51
d98dabbea4fe10de13ec5310782324e8,63adbcb1936348ae36887abcd1e4af55,-0.1067,0.47
793ecb5ed65cd96425a35698e8ab9e78,db5aaacffe4ca31116f5b0e292074588,0.1067,0.71
20823322077cf511c8eff4f0840466fd,4835c874610f20a02421b283dbe2f2b6,-0.1067,0.57
a5b2537343a26f4daf0379a8b46eb2ef,c7553191e309cfc2e28aea2507e7afdf,0.1067,0.68
41f01f3e3cbf6beb908ae1ebb553208e,b6e342d9f4e409f24eea3859aa76e82a,0.1067,0.57
9413dd54243692b250670640c660758d,58b2cf308363fb35b932620518786116,0.1067,0.48
717e65e6ba1d91587e9c1fc36b2b0c44,deb262fd92af4fdcd3b6240303048b2a,0.1067,0.5
135f3b8eaf65e4c59bcd692de4f6d6ae,72d63057d6e53e6e72b1af409c9ed0fb,-0.1067,0.48
b64f2cd0b47a6548ebe2077c728b213f,db5aaacffe4ca31116f5b0e292074588,-0.1067,0.32
cead0ca51f97bc24bf11b1d1d12aee6e,f876e4d5cbaa6ac5f3c225bcaf146791,-0.1067,0.65
b5b93f7fc3d0a88dff0ced83eb0bb5ab,424c5645f91f0d2c1ddce0523e2e5481,0.1066,0.31
5e2e0a4cfc3ab5f1a074ef61d2d6f68b,817555c3b5d93664c38e8fbec64eba2e,0.1066,0.41
499a635c6e7dcd5c8ef518302aa50011,0a25bdc3567a1af9c215a6efaf816439,-0.1066,0.52
38b371de3be6ddef03bea94294e9830d,cd05a4b1cda569ae366c6980823f4c72,-0.1066,0.48
aa20c972229ba580ad2044118ab67181,0c488eee4c6d02abb4e34df3ec16a09b,0.1066,0.55
8ebc39e79a930b5db089420489c40543,659d1fe872c9b31a9e0b81eef5ca6218,0.1066,0.74
ec716420b2bb28ff5cfc5b19edbe2dfa,b5b93f7fc3d0a88dff0ced83eb0bb5ab,0.1066,0.47
213ec0ef843de45b3db9302876229bed,6322c84c5ee6585bf9973a931d8f279d,-0.1066,0.66
0a25bdc3567a1af9c215a6efaf816439,8b0ebd33e66653c42aa292e40bf6291c,0.1066,0.45
a7d0101041a4ff2c176cc0616423387a,8bf3a15fcb9d5db4fd6f5f1e60dbdd2f,-0.1066,0.34
5631fe818e588992529f6071afc9cda5,db5aaacffe4ca31116f5b0e292074588,0.1066,0.7
8a4c692c01077fa5a93913725097b3bc,42bdb37eaf4585993d2dadc410341bfc,0.1066,0.48
93fadef301b62aa732e42bf1142b3afa,eefd58e34806834774cf090051744fd6,-0.1066,0.48
9418ffbc4dee96cca486adf8b5f5493d,7bdb643584d385bedc3578796b996258,-0.1066,0.51
e1c573f885ed4c9191a32116f583d78a,a84e1039f9b157a2085d23b4114bc888,0.1066,0.63
d801b2110a503327da848c95357ca4a5,181a2b6fbc1d5f5de022772f08fb875c,0.1065,0.46
07751ebfb567d65db3f366d9c4037e68,abaecd8b82d14efc7ccc4dcb7f864cba,-0.1065,0.4
b26eb5a5ca6820d220d5433b1cffa5e6,4835c874610f20a02421b283dbe2f2b6,-0.1065,0.72
d801b2110a503327da848c95357ca4a5,19083703874fec5c0e976f6ca4fa6bc9,0.1065,0.64
a061d8883eca2028db1d268500722130,d02e8e093df5064814273f652473189e,0.1065,0.63
5c331188779be5bb65a2e80544aa8dea,0a25bdc3567a1af9c215a6efaf816439,-0.1065,0.47
58a5d06b791283b4270f688e0b7408c9,3343d19c0bc1759a66023cbc86c92592,0.1065,0.54
1ad05a58bf23396d80f11695ad750b75,ce96aba4d82cdb5ffa5b76128cfbb917,0.1065,0.43
a5b2537343a26f4daf0379a8b46eb2ef,f876e4d5cbaa6ac5f3c225bcaf146791,-0.1065,0.66
4adbf4beb8d2b17f63b543e4d9aa39b6,19083703874fec5c0e976f6ca4fa6bc9,-0.1065,0.59
c6d0e484e529a485ffc0b1f08f1fb158,c2d746ce5aed150d6696eed8143ec2c7,0.1064,0.31
6786956e5d741de3549e1c89e3a608b0,56eed20694eeebce9a5a6bc4626aca89,0.1064,0.35
61bffb5ed48deb86adad74d3d45df340,24b5476371dc34ef4f12b359d6ea6fe4,-0.1064,0.4
543dc760699879a2b12cd2e2525e6729,28f1a500a5a6ebd1cede9322b50bcaad,0.1064,0.43
a82691ab5fd4e8d3d3b23b7958c8e764,61786e38b934cbe33d5850a578a7ee22,-0.1064,0.39
4a18801bf3179876e3e063abc1fa1b5c,8b0ebd33e66653c42aa292e40bf6291c,-0.1064,0.36
f42aeaf1c13130f1fdfc8bafa43ded29,fbb4d97e016a3fae74e1e3b81805e48e,-0.1064,0.61
cae75e1117d316c3a8f12909f766135b,80b0dd7e363e6128b4335d08d57b5618,0.1064,0.5
7281c911136ba2bdcafebb9c71729dea,3fb688a9024c5d9e0c97cf7a6859063a,0.1064,0.57
daec04577d1843ad73efa35de1d48151,79ba36cfcb1bdd16bc3aad97c47a1e6b,0.1064,0.22
cd05a4b1cda569ae366c6980823f4c72,10ba1c6a051a49b25b443bebd244b71c,-0.1064,0.62
09ee5eb3e6c726c7c8242f6e97453fc2,0112df9b91ee10ca73426db0de32571b,0.1063,0.49
36e38981bc99d5d7fdd5959ca41f6313,d0d582d9d9b71467f236f9bace54eea5,-0.1063,0.3
b4eac52cfa36ce63f24be2fc530ad204,52708c2cfa926ba9b2f69878c97cee2c,0.1063,0.44
0e94ac060981402de47bbf85360fea8b,daac17ca54538cbc9aada8497262da96,-0.1063,0.47
9711e5e56376fe411f8d9ca9e739c6f1,025ef58ad4c94b135c69cb93c2320909,-0.1063,0.56
93fadef301b62aa732e42bf1142b3afa,a6efdb52a04e05a2a1be52f5516784fa,-0.1063,0.56
ef7c28bb28866912b76003ee110bdf6b,b0d25a3bc288f3c5ac8b993c6e4504dd,-0.1063,0.35
800e0527da5f9218e61c70f7d0ec8715,9ff60b1660430eecb3f6b31e6f3db189,0.1063,0.29
09383f3babfd32418e7ba07634680e12,cf9d6956cc5e9b057171f8ba480e6fbf,0.1063,0.65
89dfaf0aa4a8af8e27a826ba8dd97044,206069e5a5041e6c7f39a4141aefdc19,-0.1063,0.6
f898c7a8c566d0beb46d5448dde2387c,945e47119242497c2e0bc5b3c6b6ba8e,-0.1063,0.46
eefd58e34806834774cf090051744fd6,025ef58ad4c94b135c69cb93c2320909,0.1063,0.39
03a6a6d84a7be4b11b6467c91ca79d57,5837405da6036e7481240160de143774,-0.1063,0.35
387fd7acb95a1f0053edacb08ca9384d,b0d25a3bc288f3c5ac8b993c6e4504dd,0.1062,0.43
9b6a7459b2c92cee0abfc36d503488b7,cead0ca51f97bc24bf11b1d1d12aee6e,0.1062,0.62
8aa84c2bb23089b38845d45b2f4742a7,42655605abb4cc7bd5f1be954adf23b0,-0.1062,0.28
6786956e5d741de3549e1c89e3a608b0,ce8d585abe69c46ac0fba61726d046c5,0.1062,0.41
f816f5de71e4c19785cd5dfa8ee073db,d801b2110a503327da848c95357ca4a5,-0.1062,0.48
eefd58e34806834774cf090051744fd6,a954a29c70499c3c72ee396f69b71c51,0.1062,0.27
499a635c6e7dcd5c8ef518302aa50011,1f4fb4bfdca6c9d13106ed533362a62e,0.1062,0.77
deb262fd92af4fdcd3b6240303048b2a,4e4ca97fadb8b8e92470ccce2ff91460,-0.1062,0.46
58a5d06b791283b4270f688e0b7408c9,87ec65202e592d81d47b66d1484732df,-0.1062,0.47
6a00993959cfffcd3e54203b0cb659a2,94c501c5d59dddbd80effa77dbceebe0,0.1062,0.5
0e9cc4c909306f5a9562d84888902e09,a84e1039f9b157a2085d23b4114bc888,-0.1062,0.61
89dfaf0aa4a8af8e27a826ba8dd97044,9ff60b1660430eecb3f6b31e6f3db189,0.1062,0.26
e6485d233ed2b8b9a2f3f50f0747b9d2,a53b7a494838590a5600a018277e55ea,-0.1061,0.68
65c689dc4b8772012494d43535fd1102,72d63057d6e53e6e72b1af409c9ed0fb,0.1061,0.5
0709277372b3816e3986842fb10c8e96,fc7dec198c007a0622c9acba71b1edb1,-0.1061,0.59
4b50be28c2cc7c6a4dbc6300155c5218,a84e1039f9b157a2085d23b4114bc888,-0.1061,0.62
916d15ab17794198ea4c5ad1e3fb6258,42bdb37eaf4585993d2dadc410341bfc,0.1061,0.49
db5aaacffe4ca31116f5b0e292074588,89dfaf0aa4a8af8e27a826ba8dd97044,-0.1061,0.55
6aa300d5323cbf75dc53cec3e6acb87c,79ba36cfcb1bdd16bc3aad97c47a1e6b,-0.1061,0.31
8b35589e4e1ef82328d78d533f5fa1a1,23a68909643e167f508a7baac78d7026,-0.1061,0.44
acfe0924c0f9c6ca3720854b5b458d54,6322c84c5ee6585bf9973a931d8f279d,-0.1061,0.67
b26eb5a5ca6820d220d5433b1cffa5e6,01bc6f144e0f577c7a5364ebafdb3509,0.1061,0.73
07751ebfb567d65db3f366d9c4037e68,e9e060e5e0e46911cad92b8292aeefd7,0.1061,0.28
2c452b25c7f3c62be462d8f47ed179e3,10ba1c6a051a49b25b443bebd244b71c,0.1061,0.62
144e3876b7943b5474d329bec54856a4,25c54c57b4a4283237b33fdae82003c0,0.1061,0.43
cfa7e5524c99aac7db9399503a7e846a,43c8008fb032a5ed2cb06dafa83e23ec,-0.1061,0.34
d0d582d9d9b71467f236f9bace54eea5,fde5fbd4507f68a2eabc92fb449d9965,-0.1061,0.52
3679eb1918d142d7e468ea32c2f42595,ce96aba4d82cdb5ffa5b76128cfbb917,-0.1061,0.42
e4486fa2f00016fa6078468bfe73bb89,79ba36cfcb1bdd16bc3aad97c47a1e6b,0.1061,0.23
a954a29c70499c3c72ee396f69b71c51,34bd302b38c473a6dc69875818ebfb23,-0.106,0.27
8b05c693d167b0c68f1316963744f122,9ff60b1660430eecb3f6b31e6f3db189,-0.106,0.22
522fc29c9966a380a17ce86687cc600b,63adbcb1936348ae36887abcd1e4af55,0.106,0.45
38b371de3be6ddef03bea94294e9830d,8b05c693d167b0c68f1316963744f122,-0.106,0.37
19463e5fe824700110e4a4ec8afe0512,3fb688a9024c5d9e0c97cf7a6859063a,0.106,0.63
7b43b24e8c817bba9f0008696985ae06,1449d53a8ab97ad249f2332b5bd012b9,-0.106,0.45
8b35589e4e1ef82328d78d533f5fa1a1,ba17ca70d77eba42e5aef9d3fcc1adf3,-0.106,0.43
92f305372628ccbd74b7b28b933d306b,34bd302b38c473a6dc69875818ebfb23,-0.106,0.34
0f4c04cefd226f6854ad0fbc2a2de226,d3cf08daefed96f494257ceff63a6cf8,-0.106,0.74
2c46a6bd519e153e57e33cbee296bb41,89dfaf0aa4a8af8e27a826ba8dd97044,-0.106,0.34
ce94860005cb569777791022ac3014af,cd991e2f230049eb76c8e3b3fcece79f,0.106,0.5
deb262fd92af4fdcd3b6240303048b2a,9418ffbc4dee96cca486adf8b5f5493d,0.106,0.6
7b29e948451d2fdcce6d39ddc6c25520,5ab9c9baf340ca93a35be10b4a5b294a,0.106,0.44
5976a56adfe903f7348b5eb5689e3c55,ee14afe4571845779465f8dc9646c7b4,0.106,0.72
cfa7e5524c99aac7db9399503a7e846a,fbb4d97e016a3fae74e1e3b81805e48e,0.1059,0.48
4adbf4beb8d2b17f63b543e4d9aa39b6,aa9c5ae2ec6da55f30edd92e3de37eff,-0.1059,0.47
817555c3b5d93664c38e8fbec64eba2e,43c8008fb032a5ed2cb06dafa83e23ec,-0.1059,0.44
dc21153823efbfe6f4e092f110775cde,d545914a091c15dc4913586bf390bfe6,0.1059,0.4
5ec4e02584b8c58b33bde92395188ffa,181a2b6fbc1d5f5de022772f08fb875c,0.1059,0.42
dd07e924156039f8e953d5ea58ab5023,a954a29c70499c3c72ee396f69b71c51,-0.1059,0.49
58a5d06b791283b4270f688e0b7408c9,79ba36cfcb1bdd16bc3aad97c47a1e6b,-0.1059,0.23
5c331188779be5bb65a2e80544aa8dea,924ba8e00fb9f76de6bf217aac8ca9d4,-0.1059,0.38
9413dd54243692b250670640c660758d,3badde1c4760a921d723409ee05fead0,0.1059,0.62
522fc29c9966a380a17ce86687cc600b,8c740d5ca21893b47c7619df1247c75d,0.1059,0.49
94ef08db649a5339b6de95109a8bad0f,89d1d4064aa11fd1f3efb8e1345c813f,-0.1059,0.5
d0d582d9d9b71467f236f9bace54eea5,d693c275c376753e40770f95ba69a9f9,0.1059,0.46
d96a2ea1b09f080f66ce79b9ddfa768e,24b5476371dc34ef4f12b359d6ea6fe4,-0.1059,0.4
135f3b8eaf65e4c59bcd692de4f6d6ae,765b69d9c4313cc8630769db523cc54c,0.1058,0.51
a82691ab5fd4e8d3d3b23b7958c8e764,0a052939cf0cfd20acc22c826676e32c,0.1058,0.65
47515cfa358287ae00ead27b78b2285b,72d63057d6e53e6e72b1af409c9ed0fb,-0.1058,0.49
ce96aba4d82cdb5ffa5b76128cfbb917,ce8d585abe69c46ac0fba61726d046c5,0.1058,0.34
01bc6f144e0f577c7a5364ebafdb3509,1449d53a8ab97ad249f2332b5bd012b9,0.1058,0.52
1d33e98c9d94c262ab0d8b56d0936eb4,868a2dd217365ddd6d6ab64d48aeed4a,0.1058,0.5
65c689dc4b8772012494d43535fd1102,ce8d585abe69c46ac0fba61726d046c5,0.1058,0.58
acfe0924c0f9c6ca3720854b5b458d54,b0c74390aa5ac540757eb2256575019e,0.1058,0.57
b64f2cd0b47a6548ebe2077c728b213f,2e8ba4a2f665cc3ad88530fc739b1f9c,0.1058,0.35
ce94860005cb569777791022ac3014af,534d7b1bce2cf035866320576094f81e,0.1057,0.33
cd991e2f230049eb76c8e3b3fcece79f,94ef08db649a5339b6de95109a8bad0f,0.1057,0.52
38b371de3be6ddef03bea94294e9830d,28e70a00b942f129979d73aacfbf7bcd,-0.1057,0.44
cf9d6956cc5e9b057171f8ba480e6fbf,fd28148d0cd2eca274f8a3bb38944793,0.1057,0.52
b4eac52cfa36ce63f24be2fc530ad204,e29f9ab1342fe7d53d4f1e2d03bb5969,0.1057,0.7
36e38981bc99d5d7fdd5959ca41f6313,0a25bdc3567a1af9c215a6efaf816439,-0.1057,0.4
47515cfa358287ae00ead27b78b2285b,7bdb643584d385bedc3578796b996258,-0.1057,0.48
ea156f972cd3802c3fac147e4200ba7a,4b50be28c2cc7c6a4dbc6300155c5218,-0.1057,0.39
55c520d7fe25c3a704fca36f36fde991,212e304679f170a464d2616b3f94a250,-0.1057,0.52
d801b2110a503327da848c95357ca4a5,9418ffbc4dee96cca486adf8b5f5493d,-0.1057,0.57
2c1453fb27de0eb5e19ae61028df3294,de329304e57f0e32da3a08e64625a2e1,-0.1057,0.59
5ec4e02584b8c58b33bde92395188ffa,be9dcf562f0ab066c0b252d527a42d19,0.1057,0.55
b5a22689fdda6393715cd10a326927d3,dc21153823efbfe6f4e092f110775cde,-0.1057,0.54
144e3876b7943b5474d329bec54856a4,87ec65202e592d81d47b66d1484732df,-0.1057,0.32
5cb2b4186e2e95521540e2ccbafcb4c9,3679eb1918d142d7e468ea32c2f42595,0.1056,0.58
3679eb1918d142d7e468ea32c2f42595,201a9f507c9b354eb162adf1f311c607,0.1056,0.41
3679eb1918d142d7e468ea32c2f42595,1f4fb4bfdca6c9d13106ed533362a62e,0.1056,0.67
8b35589e4e1ef82328d78d533f5fa1a1,a53b7a494838590a5600a018277e55ea,0.1056,0.6
d0d582d9d9b71467f236f9bace54eea5,fc7dec198c007a0622c9acba71b1edb1,0.1056,0.45
201a9f507c9b354eb162adf1f311c607,61786e38b934cbe33d5850a578a7ee22,0.1056,0.28
380c64674875dbcea485ba8f1ce26a6c,765b69d9c4313cc8630769db523cc54c,0.1056,0.65
4c31c3e198534eab45b6d92b61f75b10,f847d5bbe9c5a3555db3988cfa1b838f,0.1056,0.68
543dc760699879a2b12cd2e2525e6729,b5a22689fdda6393715cd10a326927d3,0.1055,0.43
e29f9ab1342fe7d53d4f1e2d03bb5969,ba17ca70d77eba42e5aef9d3fcc1adf3,-0.1055,0.52
93fadef301b62aa732e42bf1142b3afa,28f1a500a5a6ebd1cede9322b50bcaad,-0.1055,0.59
e27928b6f9a580b0d7f95feeb01ba523,9418ffbc4dee96cca486adf8b5f5493d,0.1055,0.58
89d1d4064aa11fd1f3efb8e1345c813f,659d1fe872c9b31a9e0b81eef5ca6218,-0.1055,0.53
2c1453fb27de0eb5e19ae61028df3294,2e8ba4a2f665cc3ad88530fc739b1f9c,0.1055,0.5
55c520d7fe25c3a704fca36f36fde991,85b80813a3be5e162f462e085b709b85,-0.1055,0.45
0709277372b3816e3986842fb10c8e96,387fd7acb95a1f0053edacb08ca9384d,0.1055,0.42
85b80813a3be5e162f462e085b709b85,43c8008fb032a5ed2cb06dafa83e23ec,-0.1055,0.32
1f4fb4bfdca6c9d13106ed533362a62e,9ff60b1660430eecb3f6b31e6f3db189,0.1055,0.58
09ee5eb3e6c726c7c8242f6e97453fc2,1f4fb4bfdca6c9d13106ed533362a62e,0.1055,0.68
8b2843ccdbc3d39c6d758b7f91388341,89dfaf0aa4a8af8e27a826ba8dd97044,0.1055,0.55
ef7c28bb28866912b76003ee110bdf6b,717e65e6ba1d91587e9c1fc36b2b0c44,-0.1055,0.31
a7d0101041a4ff2c176cc0616423387a,b64cf0e9dea8cef6b9500b364c179b98,-0.1055,0.62
58b2cf308363fb35b932620518786116,63adbcb1936348ae36887abcd1e4af55,0.1055,0.38
a84e1039f9b157a2085d23b4114bc888,55c520d7fe25c3a704fca36f36fde991,0.1054,0.56
179e72f0ecdfeb920df685432f3f2d1a,10ba1c6a051a49b25b443bebd244b71c,-0.1054,0.62
b64f2cd0b47a6548ebe2077c728b213f,659d1fe872c9b31a9e0b81eef5ca6218,-0.1054,0.39
b3d8bf326297fb9b18ea4fef1ce8d4a6,b0c74390aa5ac540757eb2256575019e,-0.1054,0.53
f42aeaf1c13130f1fdfc8bafa43ded29,3badde1c4760a921d723409ee05fead0,-0.1054,0.72
a061d8883eca2028db1d268500722130,924ba8e00fb9f76de6bf217aac8ca9d4,0.1054,0.61
ce94860005cb569777791022ac3014af,765b69d9c4313cc8630769db523cc54c,0.1054,0.64
61786e38b934cbe33d5850a578a7ee22,ce8d585abe69c46ac0fba61726d046c5,0.1054,0.38
b4ac0621ed68fda2b501520e951949e1,a84e1039f9b157a2085d23b4114bc888,0.1054,0.48
25c54c57b4a4283237b33fdae82003c0,55c520d7fe25c3a704fca36f36fde991,0.1054,0.63
ec716420b2bb28ff5cfc5b19edbe2dfa,65c689dc4b8772012494d43535fd1102,-0.1054,0.52
f1ebac6585a1d66aeb6238227f0db6be,8b2843ccdbc3d39c6d758b7f91388341,-0.1053,0.52
28b5f35cfb5f0516e5e5f896428abdcd,80b0dd7e363e6128b4335d08d57b5618,0.1053,0.62
0a25bdc3567a1af9c215a6efaf816439,405dff4269ebcff0dbc2d5c0c63a1ee3,-0.1053,0.49
0e94ac060981402de47bbf85360fea8b,8bc8eb4392eecf9f922bfb55df2c4144,0.1053,0.46
b4ac0621ed68fda2b501520e951949e1,ec716420b2bb28ff5cfc5b19edbe2dfa,0.1053,0.64
0e94ac060981402de47bbf85360fea8b,a6efdb52a04e05a2a1be52f5516784fa,-0.1053,0.37
3679eb1918d142d7e468ea32c2f42595,aa20c972229ba580ad2044118ab67181,0.1053,0.63
5e2e0a4cfc3ab5f1a074ef61d2d6f68b,34bd302b38c473a6dc69875818ebfb23,0.1053,0.25
0e94ac060981402de47bbf85360fea8b,18b7af5d1e7696bb8cd541bdde042b51,0.1053,0.37
a402fc6f0fd057decbe746f48bf12862,424c5645f91f0d2c1ddce0523e2e5481,0.1053,0.35
ef7c28bb28866912b76003ee110bdf6b,924ba8e00fb9f76de6bf217aac8ca9d4,-0.1053,0.29
ef7c28bb28866912b76003ee110bdf6b,e144d237c973d831d708cac2c17df968,-0.1053,0.48
ea156f972cd3802c3fac147e4200ba7a,d3156233792852376762d588f607ac71,-0.1053,0.16
87ec65202e592d81d47b66d1484732df,c2d746ce5aed150d6696eed8143ec2c7,-0.1053,0.44
38b371de3be6ddef03bea94294e9830d,387fd7acb95a1f0053edacb08ca9384d,-0.1052,0.37
344b8fcfc08a17bb7443c1ad11ea3151,fc7dec198c007a0622c9acba71b1edb1,-0.1052,0.42
ac9e79a82beb3b70c0c7193fff0a8524,63adbcb1936348ae36887abcd1e4af55,-0.1052,0.63
acfe0924c0f9c6ca3720854b5b458d54,6786956e5d741de3549e1c89e3a608b0,-0.1052,0.66
8466f2635d9fbf9c51a04877474f3d09,1f4fb4bfdca6c9d13106ed533362a62e,-0.1052,0.56
5ab9c9baf340ca93a35be10b4a5b294a,6a00993959cfffcd3e54203b0cb659a2,0.1052,0.39
5631fe818e588992529f6071afc9cda5,8b0ebd33e66653c42aa292e40bf6291c,0.1052,0.58
213ec0ef843de45b3db9302876229bed,522fc29c9966a380a17ce86687cc600b,-0.1052,0.51
b3d8bf326297fb9b18ea4fef1ce8d4a6,0e487ab2d5669f87e21a4c0c09d8d952,0.1052,0.62
caddc7c3f8e30f2e74778fca73689c4b,206069e5a5041e6c7f39a4141aefdc19,-0.1052,0.66
5c331188779be5bb65a2e80544aa8dea,b4675aefcee3975954467e51b228d6f2,-0.1052,0.41
abaecd8b82d14efc7ccc4dcb7f864cba,d081020b6bdf3bf279b93bd42598e1e1,0.1052,0.63
10ba1c6a051a49b25b443bebd244b71c,e4486fa2f00016fa6078468bfe73bb89,-0.1052,0.4
8a4c692c01077fa5a93913725097b3bc,aa9c5ae2ec6da55f30edd92e3de37eff,-0.1052,0.49
f42aeaf1c13130f1fdfc8bafa43ded29,abaecd8b82d14efc7ccc4dcb7f864cba,0.1052,0.63
1449d53a8ab97ad249f2332b5bd012b9,23a68909643e167f508a7baac78d7026,-0.1052,0.37
e144d237c973d831d708cac2c17df968,8b05c693d167b0c68f1316963744f122,-0.1052,0.51
3badde1c4760a921d723409ee05fead0,387fd7acb95a1f0053edacb08ca9384d,0.1051,0.47
b64cf0e9dea8cef6b9500b364c179b98,519b05506b5c8269406e94701c3ff01a,-0.1051,0.45
42655605abb4cc7bd5f1be954adf23b0,eaa1d57a577a4aa93aceab1782827ea8,-0.1051,0.52
e1c573f885ed4c9191a32116f583d78a,387fd7acb95a1f0053edacb08ca9384d,0.1051,0.4
5cb2b4186e2e95521540e2ccbafcb4c9,99a197229849c15140fc329cff0ccb90,-0.1051,0.57
cead0ca51f97bc24bf11b1d1d12aee6e,3badde1c4760a921d723409ee05fead0,-0.1051,0.66
b64f2cd0b47a6548ebe2077c728b213f,8a4c692c01077fa5a93913725097b3bc,0.1051,0.47
0e94ac060981402de47bbf85360fea8b,8466f2635d9fbf9c51a04877474f3d09,0.1051,0.47
fc7dec198c007a0622c9acba71b1edb1,d3156233792852376762d588f607ac71,-0.1051,0.32
d3156233792852376762d588f607ac71,c2d746ce5aed150d6696eed8143ec2c7,-0.1051,0.29
4adbf4beb8d2b17f63b543e4d9aa39b6,caddc7c3f8e30f2e74778fca73689c4b,-0.1051,0.55
d98dabbea4fe10de13ec5310782324e8,d96a2ea1b09f080f66ce79b9ddfa768e,-0.1051,0.51
0a25bdc3567a1af9c215a6efaf816439,7bdb643584d385bedc3578796b996258,-0.1051,0.47
b7806c4f83108800a9c32dc83c148d95,31b772f3e0f36755cdb6cd584a8a105f,-0.1051,0.47
ef7c28bb28866912b76003ee110bdf6b,659d1fe872c9b31a9e0b81eef5ca6218,0.1051,0.43
2c46a6bd519e153e57e33cbee296bb41,8d422552eb2392c7c2d4743727d1ff33,-0.1051,0.3
8c740d5ca21893b47c7619df1247c75d,55c520d7fe25c3a704fca36f36fde991,0.1051,0.54
8c740d5ca21893b47c7619df1247c75d,e9e060e5e0e46911cad92b8292aeefd7,-0.1051,0.44
4a18801bf3179876e3e063abc1fa1b5c,aa9c5ae2ec6da55f30edd92e3de37eff,-0.1051,0.46
c55a8101fb6c187736f0af61f720cb92,9413dd54243692b250670640c660758d,-0.1051,0.72
800e0527da5f9218e61c70f7d0ec8715,eaa1d57a577a4aa93aceab1782827ea8,0.1051,0.42
0d1f62d4f2f7227766a17f0340567129,dc21153823efbfe6f4e092f110775cde,0.1051,0.61
0e9cc4c909306f5a9562d84888902e09,72d63057d6e53e6e72b1af409c9ed0fb,0.105,0.54
acfe0924c0f9c6ca3720854b5b458d54,d081020b6bdf3bf279b93bd42598e1e1,-0.105,0.65
abaecd8b82d14efc7ccc4dcb7f864cba,0a25bdc3567a1af9c215a6efaf816439,0.105,0.54
519b05506b5c8269406e94701c3ff01a,b4675aefcee3975954467e51b228d6f2,0.105,0.33
ce264b1fd05f8dfc0dd2941a2b170a3a,3fb688a9024c5d9e0c97cf7a6859063a,-0.105,0.44
ff6f97ce50ea01298f8e58b53b97d489,44f513ba8d222b088ba2ad6e7ab85b8c,0.105,0.71
