ASV_1,ASV_2,correlation,pvalue
35dbde30af820a2c3bcd85216229ad6a,7bdb643584d385bedc3578796b996258,0.3464,0.04
44f513ba8d222b088ba2ad6e7ab85b8c,abaecd8b82d14efc7ccc4dcb7f864cba,0.3464,0.1
0709277372b3816e3986842fb10c8e96,a5b2537343a26f4daf0379a8b46eb2ef,0.3464,0.18
29b313a5262947210e3e9de415abaead,f42aeaf1c13130f1fdfc8bafa43ded29,0.3463,0.14
a5b2537343a26f4daf0379a8b46eb2ef,63adbcb1936348ae36887abcd1e4af55,-0.3463,0.05
5c331188779be5bb65a2e80544aa8dea,abaecd8b82d14efc7ccc4dcb7f864cba,-0.3463,0.04
7f78afb7e1d45cd528fe9cd909c93fb5,472fdc0687378563f0c9da6da7638e1a,0.3463,0.19
61bffb5ed48deb86adad74d3d45df340,d3cf08daefed96f494257ceff63a6cf8,-0.3463,0.02
c571cb007a7d9e2dfc56e8c0b4e24104,fd28148d0cd2eca274f8a3bb38944793,0.3462,0.06
db5aaacffe4ca31116f5b0e292074588,7b43b24e8c817bba9f0008696985ae06,0.3462,0.1
cd05a4b1cda569ae366c6980823f4c72,deb262fd92af4fdcd3b6240303048b2a,0.3462,0.07
717e65e6ba1d91587e9c1fc36b2b0c44,89d1d4064aa11fd1f3efb8e1345c813f,-0.3461,0.01
ff6f97ce50ea01298f8e58b53b97d489,f847d5bbe9c5a3555db3988cfa1b838f,0.3461,0.13
0709277372b3816e3986842fb10c8e96,47515cfa358287ae00ead27b78b2285b,0.3461,0.07
e6485d233ed2b8b9a2f3f50f0747b9d2,ee14afe4571845779465f8dc9646c7b4,0.3461,0.16
be9dcf562f0ab066c0b252d527a42d19,6786956e5d741de3549e1c89e3a608b0,-0.346,0.03
8a4c692c01077fa5a93913725097b3bc,eaa1d57a577a4aa93aceab1782827ea8,0.346,0.0
a039c1ac15b3f4bc5cf1db8a5f1cc0fd,47bb78bbb9b7eab1a487de7f1521ddd6,-0.346,0.01
4bea53b2aad77f2569a0182f6b84255e,6148c6e49d72c0f24a187a979ba7a5aa,0.346,0.05
b1dd093a530c4f323e45823253ee9e15,56eed20694eeebce9a5a6bc4626aca89,-0.346,0.02
abaecd8b82d14efc7ccc4dcb7f864cba,f3c13bc899928e8043766ca73a046487,0.346,0.04
66575db7635d648549a9eb5a4eafb710,cead0ca51f97bc24bf11b1d1d12aee6e,-0.3459,0.14
0f4c04cefd226f6854ad0fbc2a2de226,894d5f2608f2a0e9e3bf2499f1cc6130,-0.3459,0.07
83adaf3a09d08c93f2abea6a4c815592,179e72f0ecdfeb920df685432f3f2d1a,0.3459,0.16
e1c573f885ed4c9191a32116f583d78a,7f1023e871bcd3a4f7ac96f3a40c9a8d,0.3459,0.06
212e304679f170a464d2616b3f94a250,7bdb643584d385bedc3578796b996258,0.3459,0.05
deb262fd92af4fdcd3b6240303048b2a,ce96aba4d82cdb5ffa5b76128cfbb917,-0.3459,0.01
5cb2b4186e2e95521540e2ccbafcb4c9,ef7c28bb28866912b76003ee110bdf6b,-0.3458,0.0
894d5f2608f2a0e9e3bf2499f1cc6130,5837405da6036e7481240160de143774,0.3457,0.08
a061d8883eca2028db1d268500722130,9b6a7459b2c92cee0abfc36d503488b7,-0.3457,0.14
b4eac52cfa36ce63f24be2fc530ad204,7f1023e871bcd3a4f7ac96f3a40c9a8d,-0.3457,0.02
a061d8883eca2028db1d268500722130,89dfaf0aa4a8af8e27a826ba8dd97044,-0.3457,0.05
5631fe818e588992529f6071afc9cda5,dc9b83b9dbf521d0d0b0e1576e44d06a,0.3457,0.04
f42aeaf1c13130f1fdfc8bafa43ded29,94c501c5d59dddbd80effa77dbceebe0,-0.3457,0.01
49c2b5d0aaf2ac8b0ee6cae5b6c5a8f4,212e304679f170a464d2616b3f94a250,-0.3457,0.01
8b35589e4e1ef82328d78d533f5fa1a1,0c488eee4c6d02abb4e34df3ec16a09b,0.3457,0.03
c571cb007a7d9e2dfc56e8c0b4e24104,0c488eee4c6d02abb4e34df3ec16a09b,0.3456,0.1
94c501c5d59dddbd80effa77dbceebe0,b0c74390aa5ac540757eb2256575019e,0.3456,0.01
04869be25e3dc4d526ce3824d407aedf,cfa7e5524c99aac7db9399503a7e846a,0.3456,0.05
5cb2b4186e2e95521540e2ccbafcb4c9,472fdc0687378563f0c9da6da7638e1a,0.3456,0.14
41f01f3e3cbf6beb908ae1ebb553208e,15c0fe41b25c6504b8dbe48ae72283d0,0.3456,0.05
916d15ab17794198ea4c5ad1e3fb6258,8d422552eb2392c7c2d4743727d1ff33,-0.3455,0.13
e6485d233ed2b8b9a2f3f50f0747b9d2,15c0fe41b25c6504b8dbe48ae72283d0,0.3455,0.19
8b2843ccdbc3d39c6d758b7f91388341,380c64674875dbcea485ba8f1ce26a6c,-0.3455,0.02
d801b2110a503327da848c95357ca4a5,a49becf5a5dbcb201f091757c62fc6bb,0.3455,0.03
b0c74390aa5ac540757eb2256575019e,de329304e57f0e32da3a08e64625a2e1,-0.3455,0.04
430c875622713c0d7662add2d8e7db60,cd05a4b1cda569ae366c6980823f4c72,0.3455,0.09
5cb2b4186e2e95521540e2ccbafcb4c9,7a7c96429cd038c333985399c9eb963c,0.3454,0.11
ab2050607cb3fe172ea918d5a17a46c7,7b43b24e8c817bba9f0008696985ae06,-0.3454,0.05
43a52ec4605b37f3671b33e61ff6fedd,cae75e1117d316c3a8f12909f766135b,0.3454,0.05
cead0ca51f97bc24bf11b1d1d12aee6e,a039c1ac15b3f4bc5cf1db8a5f1cc0fd,-0.3453,0.08
4adbf4beb8d2b17f63b543e4d9aa39b6,aca43babf06d3410ce71cad5778ff102,0.3453,0.02
717e65e6ba1d91587e9c1fc36b2b0c44,6aa300d5323cbf75dc53cec3e6acb87c,0.3453,0.05
15c0fe41b25c6504b8dbe48ae72283d0,7f1023e871bcd3a4f7ac96f3a40c9a8d,-0.3453,0.07
ec92f6331d8ecb50e3f0dee8fbf3bcb0,a82691ab5fd4e8d3d3b23b7958c8e764,0.3453,0.19
6322c84c5ee6585bf9973a931d8f279d,e144d237c973d831d708cac2c17df968,0.3453,0.19
aa9c5ae2ec6da55f30edd92e3de37eff,9711e5e56376fe411f8d9ca9e739c6f1,-0.3453,0.04
15c0fe41b25c6504b8dbe48ae72283d0,df20ccfbfc0741ee313d9e9433dbac01,0.3452,0.06
20823322077cf511c8eff4f0840466fd,779e393e6ff91129f826c691a0d16db3,0.3452,0.11
dd07e924156039f8e953d5ea58ab5023,18b7af5d1e7696bb8cd541bdde042b51,0.3452,0.02
c97b49b5849b709da91fb5f6f48cd9eb,b757c414a3bc227758c09624ca177986,0.3452,0.04
abaecd8b82d14efc7ccc4dcb7f864cba,be9dcf562f0ab066c0b252d527a42d19,0.3452,0.22
a19152d55f42fc72a3a0f985d2615aab,d081020b6bdf3bf279b93bd42598e1e1,-0.3452,0.1
8b35589e4e1ef82328d78d533f5fa1a1,6aa300d5323cbf75dc53cec3e6acb87c,0.3451,0.03
19463e5fe824700110e4a4ec8afe0512,e27928b6f9a580b0d7f95feeb01ba523,0.3451,0.16
e6485d233ed2b8b9a2f3f50f0747b9d2,1ad05a58bf23396d80f11695ad750b75,0.3451,0.17
daac17ca54538cbc9aada8497262da96,6786956e5d741de3549e1c89e3a608b0,0.3451,0.05
e6485d233ed2b8b9a2f3f50f0747b9d2,5e2e0a4cfc3ab5f1a074ef61d2d6f68b,0.3451,0.02
0709277372b3816e3986842fb10c8e96,f3c13bc899928e8043766ca73a046487,-0.3451,0.1
9feda0d620fa50b57ce3f848e1b48975,6786956e5d741de3549e1c89e3a608b0,-0.345,0.03
43a52ec4605b37f3671b33e61ff6fedd,ce264b1fd05f8dfc0dd2941a2b170a3a,0.345,0.06
20823322077cf511c8eff4f0840466fd,6148c6e49d72c0f24a187a979ba7a5aa,0.345,0.03
8c740d5ca21893b47c7619df1247c75d,212e304679f170a464d2616b3f94a250,-0.345,0.05
d3cf08daefed96f494257ceff63a6cf8,868a2dd217365ddd6d6ab64d48aeed4a,0.345,0.06
a7d0101041a4ff2c176cc0616423387a,4c31c3e198534eab45b6d92b61f75b10,0.3449,0.2
b4ac0621ed68fda2b501520e951949e1,c97b49b5849b709da91fb5f6f48cd9eb,-0.3449,0.0
a84e1039f9b157a2085d23b4114bc888,cfa7e5524c99aac7db9399503a7e846a,0.3449,0.0
d3cf08daefed96f494257ceff63a6cf8,0a25bdc3567a1af9c215a6efaf816439,-0.3449,0.03
d863bc6a2fa6a8a93787e45a6abe3304,e27928b6f9a580b0d7f95feeb01ba523,-0.3449,0.07
5cb2b4186e2e95521540e2ccbafcb4c9,efbade8cc54695abfc5c07f21eecb6e7,0.3449,0.08
7281c911136ba2bdcafebb9c71729dea,d863bc6a2fa6a8a93787e45a6abe3304,-0.3448,0.11
2e8ba4a2f665cc3ad88530fc739b1f9c,eaa1d57a577a4aa93aceab1782827ea8,0.3448,0.0
37a9f9625f201b6e61c29ac09ec54683,765b69d9c4313cc8630769db523cc54c,-0.3448,0.2
201a9f507c9b354eb162adf1f311c607,025ef58ad4c94b135c69cb93c2320909,0.3447,0.0
d42912a22b570ab99938b745999ae2cc,42bdb37eaf4585993d2dadc410341bfc,0.3447,0.07
e6485d233ed2b8b9a2f3f50f0747b9d2,b6e342d9f4e409f24eea3859aa76e82a,0.3447,0.09
817555c3b5d93664c38e8fbec64eba2e,eaa1d57a577a4aa93aceab1782827ea8,0.3446,0.02
164212c0910ca9770a6bd13bcb2c5d05,f42aeaf1c13130f1fdfc8bafa43ded29,0.3446,0.13
61bffb5ed48deb86adad74d3d45df340,9feda0d620fa50b57ce3f848e1b48975,0.3446,0.03
9413dd54243692b250670640c660758d,b6e342d9f4e409f24eea3859aa76e82a,-0.3445,0.04
499a635c6e7dcd5c8ef518302aa50011,7bdb643584d385bedc3578796b996258,0.3445,0.04
efbade8cc54695abfc5c07f21eecb6e7,d081020b6bdf3bf279b93bd42598e1e1,-0.3445,0.09
d42912a22b570ab99938b745999ae2cc,0a052939cf0cfd20acc22c826676e32c,-0.3445,0.11
e79a45f432d0ccc86adbf9bbe7cef2a7,f847d5bbe9c5a3555db3988cfa1b838f,-0.3445,0.08
ef7c28bb28866912b76003ee110bdf6b,2c46a6bd519e153e57e33cbee296bb41,0.3445,0.0
179e72f0ecdfeb920df685432f3f2d1a,1f4fb4bfdca6c9d13106ed533362a62e,0.3444,0.09
213ec0ef843de45b3db9302876229bed,0c488eee4c6d02abb4e34df3ec16a09b,0.3444,0.06
21ceeb224e15175f0c85797abce40d0a,8a1c973b6094cbd560f363581ce1beba,-0.3444,0.22
10ba1c6a051a49b25b443bebd244b71c,9711e5e56376fe411f8d9ca9e739c6f1,-0.3443,0.13
f1ebac6585a1d66aeb6238227f0db6be,abaecd8b82d14efc7ccc4dcb7f864cba,0.3443,0.1
164212c0910ca9770a6bd13bcb2c5d05,d081020b6bdf3bf279b93bd42598e1e1,-0.3443,0.09
702860fda44c0d44ddacb5bd79fd5d24,c571cb007a7d9e2dfc56e8c0b4e24104,-0.3443,0.11
44f513ba8d222b088ba2ad6e7ab85b8c,dc21153823efbfe6f4e092f110775cde,0.3443,0.04
09ee5eb3e6c726c7c8242f6e97453fc2,d98dabbea4fe10de13ec5310782324e8,0.3443,0.05
bb617d32673d5f60d6216a07ad7a42bc,7d537f12eaa3231c2c2b58b74901051c,-0.3443,0.04
4b50be28c2cc7c6a4dbc6300155c5218,1cbf580d763d0eb5497ff2d6468e7668,-0.3442,0.05
efbade8cc54695abfc5c07f21eecb6e7,1f4fb4bfdca6c9d13106ed533362a62e,-0.3442,0.1
6148c6e49d72c0f24a187a979ba7a5aa,06246fa4c1b00ea76b5539442f32c012,-0.3442,0.04
f816f5de71e4c19785cd5dfa8ee073db,779e393e6ff91129f826c691a0d16db3,0.3442,0.02
793ecb5ed65cd96425a35698e8ab9e78,23a68909643e167f508a7baac78d7026,-0.3442,0.05
35dbde30af820a2c3bcd85216229ad6a,4a18801bf3179876e3e063abc1fa1b5c,-0.3442,0.05
cead0ca51f97bc24bf11b1d1d12aee6e,9413dd54243692b250670640c660758d,0.3442,0.06
c2d746ce5aed150d6696eed8143ec2c7,5837405da6036e7481240160de143774,0.3441,0.06
e79a45f432d0ccc86adbf9bbe7cef2a7,ba17ca70d77eba42e5aef9d3fcc1adf3,-0.3441,0.05
9b6a7459b2c92cee0abfc36d503488b7,c4118088ab2644671a1d9d540c060b19,-0.3441,0.1
7b29e948451d2fdcce6d39ddc6c25520,37a9f9625f201b6e61c29ac09ec54683,-0.344,0.09
543dc760699879a2b12cd2e2525e6729,b7806c4f83108800a9c32dc83c148d95,-0.344,0.02
2c452b25c7f3c62be462d8f47ed179e3,4e4ca97fadb8b8e92470ccce2ff91460,-0.344,0.02
92f305372628ccbd74b7b28b933d306b,aa20c972229ba580ad2044118ab67181,-0.344,0.01
d42912a22b570ab99938b745999ae2cc,f847d5bbe9c5a3555db3988cfa1b838f,0.3439,0.08
a5b2537343a26f4daf0379a8b46eb2ef,9711e5e56376fe411f8d9ca9e739c6f1,0.3439,0.09
179e72f0ecdfeb920df685432f3f2d1a,55c520d7fe25c3a704fca36f36fde991,0.3439,0.04
a7d0101041a4ff2c176cc0616423387a,945e47119242497c2e0bc5b3c6b6ba8e,-0.3439,0.07
b5b93f7fc3d0a88dff0ced83eb0bb5ab,4835c874610f20a02421b283dbe2f2b6,0.3438,0.03
89dfaf0aa4a8af8e27a826ba8dd97044,d02e8e093df5064814273f652473189e,-0.3438,0.06
b5b93f7fc3d0a88dff0ced83eb0bb5ab,f847d5bbe9c5a3555db3988cfa1b838f,-0.3438,0.02
09383f3babfd32418e7ba07634680e12,ac9e79a82beb3b70c0c7193fff0a8524,-0.3438,0.15
8a4c692c01077fa5a93913725097b3bc,1ad05a58bf23396d80f11695ad750b75,0.3437,0.11
0709277372b3816e3986842fb10c8e96,3e524f0bf09623c8530930bb8b27045c,0.3437,0.11
5976a56adfe903f7348b5eb5689e3c55,d02e8e093df5064814273f652473189e,-0.3437,0.15
e79a45f432d0ccc86adbf9bbe7cef2a7,20823322077cf511c8eff4f0840466fd,-0.3436,0.12
4adbf4beb8d2b17f63b543e4d9aa39b6,daac17ca54538cbc9aada8497262da96,0.3436,0.06
ec92f6331d8ecb50e3f0dee8fbf3bcb0,b7806c4f83108800a9c32dc83c148d95,0.3436,0.12
1d33e98c9d94c262ab0d8b56d0936eb4,8bc8eb4392eecf9f922bfb55df2c4144,-0.3436,0.09
7f78afb7e1d45cd528fe9cd909c93fb5,8b0ebd33e66653c42aa292e40bf6291c,-0.3435,0.07
83adaf3a09d08c93f2abea6a4c815592,66575db7635d648549a9eb5a4eafb710,0.3435,0.2
7f78afb7e1d45cd528fe9cd909c93fb5,ce8d585abe69c46ac0fba61726d046c5,0.3435,0.05
83adaf3a09d08c93f2abea6a4c815592,ab2050607cb3fe172ea918d5a17a46c7,-0.3435,0.12
945e47119242497c2e0bc5b3c6b6ba8e,025ef58ad4c94b135c69cb93c2320909,-0.3435,0.02
47515cfa358287ae00ead27b78b2285b,a061d8883eca2028db1d268500722130,0.3435,0.08
ac9e79a82beb3b70c0c7193fff0a8524,8d422552eb2392c7c2d4743727d1ff33,0.3434,0.08
6148c6e49d72c0f24a187a979ba7a5aa,0c488eee4c6d02abb4e34df3ec16a09b,-0.3434,0.03
d863bc6a2fa6a8a93787e45a6abe3304,caddc7c3f8e30f2e74778fca73689c4b,0.3434,0.09
ff6f97ce50ea01298f8e58b53b97d489,ef7c28bb28866912b76003ee110bdf6b,-0.3434,0.02
206069e5a5041e6c7f39a4141aefdc19,779e393e6ff91129f826c691a0d16db3,-0.3433,0.12
4b50be28c2cc7c6a4dbc6300155c5218,da47a34fd036b068ca0c5eaf185e2082,0.3433,0.18
8c740d5ca21893b47c7619df1247c75d,89d1d4064aa11fd1f3efb8e1345c813f,0.3432,0.04
b5b93f7fc3d0a88dff0ced83eb0bb5ab,113b0d8ebf97fc5aba85fa06ecfdbb1a,-0.3432,0.0
15c0fe41b25c6504b8dbe48ae72283d0,916d15ab17794198ea4c5ad1e3fb6258,0.3432,0.07
b3d8bf326297fb9b18ea4fef1ce8d4a6,ee14afe4571845779465f8dc9646c7b4,-0.3432,0.12
ec716420b2bb28ff5cfc5b19edbe2dfa,916d15ab17794198ea4c5ad1e3fb6258,-0.3431,0.14
a19152d55f42fc72a3a0f985d2615aab,58b2cf308363fb35b932620518786116,-0.3431,0.01
29b313a5262947210e3e9de415abaead,d081020b6bdf3bf279b93bd42598e1e1,-0.343,0.23
83adaf3a09d08c93f2abea6a4c815592,23a68909643e167f508a7baac78d7026,-0.343,0.05
9b6a7459b2c92cee0abfc36d503488b7,d081020b6bdf3bf279b93bd42598e1e1,-0.343,0.13
b757c414a3bc227758c09624ca177986,212e304679f170a464d2616b3f94a250,0.343,0.04
d693c275c376753e40770f95ba69a9f9,6aa300d5323cbf75dc53cec3e6acb87c,-0.3429,0.11
35dbde30af820a2c3bcd85216229ad6a,e29f9ab1342fe7d53d4f1e2d03bb5969,0.3429,0.13
03a6a6d84a7be4b11b6467c91ca79d57,779e393e6ff91129f826c691a0d16db3,-0.3429,0.05
4adbf4beb8d2b17f63b543e4d9aa39b6,4b50be28c2cc7c6a4dbc6300155c5218,-0.3429,0.07
1449d53a8ab97ad249f2332b5bd012b9,dc21153823efbfe6f4e092f110775cde,-0.3429,0.01
a19152d55f42fc72a3a0f985d2615aab,3e7c933c821c9f18e53e1dda439951cf,-0.3428,0.03
3343d19c0bc1759a66023cbc86c92592,765b69d9c4313cc8630769db523cc54c,-0.3428,0.21
75dd0ee2682cb0bf3146f334b0c41c93,ce8d585abe69c46ac0fba61726d046c5,0.3428,0.01
7b43b24e8c817bba9f0008696985ae06,abaecd8b82d14efc7ccc4dcb7f864cba,-0.3427,0.06
ff6f97ce50ea01298f8e58b53b97d489,212e304679f170a464d2616b3f94a250,0.3427,0.09
9b6a7459b2c92cee0abfc36d503488b7,765b69d9c4313cc8630769db523cc54c,0.3427,0.08
3343d19c0bc1759a66023cbc86c92592,5ec4e02584b8c58b33bde92395188ffa,-0.3427,0.06
916d15ab17794198ea4c5ad1e3fb6258,de329304e57f0e32da3a08e64625a2e1,-0.3427,0.09
c571cb007a7d9e2dfc56e8c0b4e24104,6a00993959cfffcd3e54203b0cb659a2,-0.3427,0.07
b4eac52cfa36ce63f24be2fc530ad204,9b6a7459b2c92cee0abfc36d503488b7,0.3426,0.04
bb617d32673d5f60d6216a07ad7a42bc,5631fe818e588992529f6071afc9cda5,-0.3426,0.11
ec92f6331d8ecb50e3f0dee8fbf3bcb0,8a1c973b6094cbd560f363581ce1beba,0.3426,0.1
cd05a4b1cda569ae366c6980823f4c72,472fdc0687378563f0c9da6da7638e1a,0.3426,0.14
ab2050607cb3fe172ea918d5a17a46c7,9418ffbc4dee96cca486adf8b5f5493d,0.3426,0.04
93fadef301b62aa732e42bf1142b3afa,a19152d55f42fc72a3a0f985d2615aab,-0.3425,0.2
f2fbdc2b912ea775653691981335232f,06246fa4c1b00ea76b5539442f32c012,-0.3425,0.05
d863bc6a2fa6a8a93787e45a6abe3304,19083703874fec5c0e976f6ca4fa6bc9,0.3425,0.19
0fec351445f84bd482075ceda6123f46,fd28148d0cd2eca274f8a3bb38944793,-0.3425,0.04
efbade8cc54695abfc5c07f21eecb6e7,f1ebac6585a1d66aeb6238227f0db6be,-0.3425,0.06
4adbf4beb8d2b17f63b543e4d9aa39b6,4bea53b2aad77f2569a0182f6b84255e,-0.3425,0.11
0ef7e12e6eb35a8fd9fac7badac0c381,f847d5bbe9c5a3555db3988cfa1b838f,-0.3424,0.07
0e94ac060981402de47bbf85360fea8b,efbade8cc54695abfc5c07f21eecb6e7,-0.3424,0.02
c55a8101fb6c187736f0af61f720cb92,e27928b6f9a580b0d7f95feeb01ba523,0.3424,0.11
9413dd54243692b250670640c660758d,c4118088ab2644671a1d9d540c060b19,-0.3424,0.03
deb262fd92af4fdcd3b6240303048b2a,0c488eee4c6d02abb4e34df3ec16a09b,0.3424,0.06
d3cf08daefed96f494257ceff63a6cf8,caddc7c3f8e30f2e74778fca73689c4b,-0.3424,0.09
c7553191e309cfc2e28aea2507e7afdf,94c501c5d59dddbd80effa77dbceebe0,0.3424,0.03
83adaf3a09d08c93f2abea6a4c815592,aa20c972229ba580ad2044118ab67181,0.3423,0.09
1ad05a58bf23396d80f11695ad750b75,b5b93f7fc3d0a88dff0ced83eb0bb5ab,0.3423,0.11
5ab9c9baf340ca93a35be10b4a5b294a,0d1f62d4f2f7227766a17f0340567129,-0.3423,0.02
43a52ec4605b37f3671b33e61ff6fedd,66575db7635d648549a9eb5a4eafb710,0.3422,0.13
d96a2ea1b09f080f66ce79b9ddfa768e,6322c84c5ee6585bf9973a931d8f279d,-0.3422,0.04
d863bc6a2fa6a8a93787e45a6abe3304,15c0fe41b25c6504b8dbe48ae72283d0,-0.3422,0.17
cd991e2f230049eb76c8e3b3fcece79f,d02e8e093df5064814273f652473189e,0.3422,0.1
b26eb5a5ca6820d220d5433b1cffa5e6,4c7b0d554a1103b7872deded4bccb4ea,0.3422,0.19
d98dabbea4fe10de13ec5310782324e8,e29f9ab1342fe7d53d4f1e2d03bb5969,-0.3421,0.07
5cb2b4186e2e95521540e2ccbafcb4c9,a19152d55f42fc72a3a0f985d2615aab,0.3421,0.13
135f3b8eaf65e4c59bcd692de4f6d6ae,42655605abb4cc7bd5f1be954adf23b0,0.3421,0.07
f42aeaf1c13130f1fdfc8bafa43ded29,1d33e98c9d94c262ab0d8b56d0936eb4,-0.342,0.14
7d537f12eaa3231c2c2b58b74901051c,dc21153823efbfe6f4e092f110775cde,-0.342,0.09
d23e07dc0f848e8921532df36254ce29,779e393e6ff91129f826c691a0d16db3,0.342,0.04
c571cb007a7d9e2dfc56e8c0b4e24104,8b35589e4e1ef82328d78d533f5fa1a1,0.342,0.12
38b371de3be6ddef03bea94294e9830d,817555c3b5d93664c38e8fbec64eba2e,0.342,0.05
63f37ee4b481fccdffca10160ed5b944,4e4ca97fadb8b8e92470ccce2ff91460,-0.3419,0.03
ef7c28bb28866912b76003ee110bdf6b,0ef7e12e6eb35a8fd9fac7badac0c381,0.3419,0.02
61bffb5ed48deb86adad74d3d45df340,abaecd8b82d14efc7ccc4dcb7f864cba,0.3419,0.06
63f37ee4b481fccdffca10160ed5b944,43a52ec4605b37f3671b33e61ff6fedd,-0.3419,0.15
3343d19c0bc1759a66023cbc86c92592,e144d237c973d831d708cac2c17df968,0.3419,0.27
cfa7e5524c99aac7db9399503a7e846a,2e8ba4a2f665cc3ad88530fc739b1f9c,-0.3419,0.05
4bea53b2aad77f2569a0182f6b84255e,caddc7c3f8e30f2e74778fca73689c4b,0.3419,0.14
d0d582d9d9b71467f236f9bace54eea5,de329304e57f0e32da3a08e64625a2e1,-0.3418,0.06
ce94860005cb569777791022ac3014af,ec92f6331d8ecb50e3f0dee8fbf3bcb0,-0.3418,0.03
da47a34fd036b068ca0c5eaf185e2082,cf9d6956cc5e9b057171f8ba480e6fbf,0.3418,0.1
07751ebfb567d65db3f366d9c4037e68,25c54c57b4a4283237b33fdae82003c0,0.3418,0.03
5cb2b4186e2e95521540e2ccbafcb4c9,c4118088ab2644671a1d9d540c060b19,-0.3418,0.06
cd991e2f230049eb76c8e3b3fcece79f,19083703874fec5c0e976f6ca4fa6bc9,0.3417,0.14
15c0fe41b25c6504b8dbe48ae72283d0,da47a34fd036b068ca0c5eaf185e2082,-0.3417,0.17
47515cfa358287ae00ead27b78b2285b,8d422552eb2392c7c2d4743727d1ff33,-0.3417,0.03
5cb2b4186e2e95521540e2ccbafcb4c9,519b05506b5c8269406e94701c3ff01a,-0.3417,0.04
c571cb007a7d9e2dfc56e8c0b4e24104,c4118088ab2644671a1d9d540c060b19,-0.3416,0.08
ce94860005cb569777791022ac3014af,0fec351445f84bd482075ceda6123f46,-0.3416,0.05
5631fe818e588992529f6071afc9cda5,f847d5bbe9c5a3555db3988cfa1b838f,0.3416,0.09
7b43b24e8c817bba9f0008696985ae06,6a00993959cfffcd3e54203b0cb659a2,-0.3416,0.06
dd07e924156039f8e953d5ea58ab5023,8b2843ccdbc3d39c6d758b7f91388341,0.3415,0.03
d863bc6a2fa6a8a93787e45a6abe3304,ac9e79a82beb3b70c0c7193fff0a8524,-0.3415,0.13
04869be25e3dc4d526ce3824d407aedf,89dfaf0aa4a8af8e27a826ba8dd97044,-0.3415,0.07
0112df9b91ee10ca73426db0de32571b,df20ccfbfc0741ee313d9e9433dbac01,0.3414,0.0
47515cfa358287ae00ead27b78b2285b,66575db7635d648549a9eb5a4eafb710,0.3414,0.09
a6efdb52a04e05a2a1be52f5516784fa,f1ebac6585a1d66aeb6238227f0db6be,-0.3414,0.04
a19152d55f42fc72a3a0f985d2615aab,405dff4269ebcff0dbc2d5c0c63a1ee3,0.3414,0.03
779e393e6ff91129f826c691a0d16db3,72d63057d6e53e6e72b1af409c9ed0fb,0.3413,0.04
1d33e98c9d94c262ab0d8b56d0936eb4,b6e342d9f4e409f24eea3859aa76e82a,0.3413,0.08
4b50be28c2cc7c6a4dbc6300155c5218,aa9c5ae2ec6da55f30edd92e3de37eff,-0.3413,0.03
d801b2110a503327da848c95357ca4a5,5ccde7f0ad35d7a47123478dd67b2774,0.3413,0.07
4c31c3e198534eab45b6d92b61f75b10,47bb78bbb9b7eab1a487de7f1521ddd6,-0.3413,0.02
472fdc0687378563f0c9da6da7638e1a,212e304679f170a464d2616b3f94a250,0.3413,0.05
b3d8bf326297fb9b18ea4fef1ce8d4a6,c7553191e309cfc2e28aea2507e7afdf,0.3413,0.19
2e8ba4a2f665cc3ad88530fc739b1f9c,113b0d8ebf97fc5aba85fa06ecfdbb1a,-0.3412,0.01
4f3989d95e7611bb6b5307454d75d3ce,c7553191e309cfc2e28aea2507e7afdf,0.3412,0.12
0fec351445f84bd482075ceda6123f46,deb262fd92af4fdcd3b6240303048b2a,-0.3412,0.18
c4118088ab2644671a1d9d540c060b19,de329304e57f0e32da3a08e64625a2e1,-0.3412,0.04
94c501c5d59dddbd80effa77dbceebe0,aca43babf06d3410ce71cad5778ff102,0.3412,0.02
0d1f62d4f2f7227766a17f0340567129,85b80813a3be5e162f462e085b709b85,0.3412,0.08
793ecb5ed65cd96425a35698e8ab9e78,18b7af5d1e7696bb8cd541bdde042b51,-0.3411,0.04
8a4c692c01077fa5a93913725097b3bc,dc9b83b9dbf521d0d0b0e1576e44d06a,-0.3411,0.05
4b50be28c2cc7c6a4dbc6300155c5218,779e393e6ff91129f826c691a0d16db3,-0.3411,0.07
945e47119242497c2e0bc5b3c6b6ba8e,7f1023e871bcd3a4f7ac96f3a40c9a8d,-0.3411,0.09
0f4c04cefd226f6854ad0fbc2a2de226,b0c74390aa5ac540757eb2256575019e,-0.341,0.05
800e0527da5f9218e61c70f7d0ec8715,0ef7e12e6eb35a8fd9fac7badac0c381,0.341,0.02
efbade8cc54695abfc5c07f21eecb6e7,7b43b24e8c817bba9f0008696985ae06,0.341,0.13
b757c414a3bc227758c09624ca177986,472fdc0687378563f0c9da6da7638e1a,0.341,0.1
d3cf08daefed96f494257ceff63a6cf8,9711e5e56376fe411f8d9ca9e739c6f1,0.3409,0.17
61bffb5ed48deb86adad74d3d45df340,3e7c933c821c9f18e53e1dda439951cf,-0.3409,0.07
cfa7e5524c99aac7db9399503a7e846a,0d1f62d4f2f7227766a17f0340567129,-0.3409,0.06
aa20c972229ba580ad2044118ab67181,c4118088ab2644671a1d9d540c060b19,-0.3408,0.04
94ef08db649a5339b6de95109a8bad0f,5ab9c9baf340ca93a35be10b4a5b294a,0.3408,0.03
0112df9b91ee10ca73426db0de32571b,5837405da6036e7481240160de143774,0.3408,0.02
