seq,sample,rel_ab,Kingdom,Phylum,Class,Order,Family,Genus,Species,date,media,timepoint,notes
ad94607116582c89c6eb5001f5150f80,I,0.0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,149,"butyrate production in reactor, major failure in CH4 production (10%)"
ad94607116582c89c6eb5001f5150f80,Ia,0.0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,153,
ad94607116582c89c6eb5001f5150f80,J,0.0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,161,"recovery, 93% ch4, extracted for analysis on recovery"
ad94607116582c89c6eb5001f5150f80,Ja,0.0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,168,
ad94607116582c89c6eb5001f5150f80,Jb,0.0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,174,
ad94607116582c89c6eb5001f5150f80,K,0.0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,182,1 week before transitioning to biofilm-only sampling
ad94607116582c89c6eb5001f5150f80,L,0.0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,189,"first biofilm-only sample, first direct biofilm sample"
ad94607116582c89c6eb5001f5150f80,M,0.0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,210,extracted because there was good time spacing between this and other samples
ad94607116582c89c6eb5001f5150f80,N,0.0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,238,"fluffy biofilm, mostly located on underside of membranes"
ad94607116582c89c6eb5001f5150f80,Na,0.0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,262,
ad94607116582c89c6eb5001f5150f80,P,0.0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,283,"very large biofilm growth between this and 1/7/25 sampling date, represents doubling of feed rate"
ad94607116582c89c6eb5001f5150f80,Q,0.0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,300,
ad94607116582c89c6eb5001f5150f80,Qa,0.0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,315,
c4a386b001291fa4bda56b6eb40173b6,5-10,0.0042448988254895,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_1714,midas_g_1714,midas_s_1714,,DSMZ v1: Using DSMZ 120 without NaHCO3,0,"Innoculum, from 2023 MBfR"
c4a386b001291fa4bda56b6eb40173b6,H,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_1714,midas_g_1714,midas_s_1714,,Wolfe v1: put in modified wolfe + EDTA ,140,"98% methane, modified wolfe + EDTA , best performance before adding KILLER media"
c4a386b001291fa4bda56b6eb40173b6,Ha,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_1714,midas_g_1714,midas_s_1714,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,147,
c4a386b001291fa4bda56b6eb40173b6,I,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_1714,midas_g_1714,midas_s_1714,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,149,"butyrate production in reactor, major failure in CH4 production (10%)"
c4a386b001291fa4bda56b6eb40173b6,Ia,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_1714,midas_g_1714,midas_s_1714,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,153,
c4a386b001291fa4bda56b6eb40173b6,J,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_1714,midas_g_1714,midas_s_1714,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,161,"recovery, 93% ch4, extracted for analysis on recovery"
c4a386b001291fa4bda56b6eb40173b6,Ja,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_1714,midas_g_1714,midas_s_1714,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,168,
c4a386b001291fa4bda56b6eb40173b6,Jb,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_1714,midas_g_1714,midas_s_1714,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,174,
c4a386b001291fa4bda56b6eb40173b6,K,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_1714,midas_g_1714,midas_s_1714,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,182,1 week before transitioning to biofilm-only sampling
c4a386b001291fa4bda56b6eb40173b6,L,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_1714,midas_g_1714,midas_s_1714,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,189,"first biofilm-only sample, first direct biofilm sample"
c4a386b001291fa4bda56b6eb40173b6,M,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_1714,midas_g_1714,midas_s_1714,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,210,extracted because there was good time spacing between this and other samples
c4a386b001291fa4bda56b6eb40173b6,N,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_1714,midas_g_1714,midas_s_1714,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,238,"fluffy biofilm, mostly located on underside of membranes"
c4a386b001291fa4bda56b6eb40173b6,Na,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_1714,midas_g_1714,midas_s_1714,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,262,
c4a386b001291fa4bda56b6eb40173b6,P,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_1714,midas_g_1714,midas_s_1714,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,283,"very large biofilm growth between this and 1/7/25 sampling date, represents doubling of feed rate"
c4a386b001291fa4bda56b6eb40173b6,Q,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_1714,midas_g_1714,midas_s_1714,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,300,
c4a386b001291fa4bda56b6eb40173b6,Qa,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_1714,midas_g_1714,midas_s_1714,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,315,
c7b5ccd6001f20b113bf480efab552c9,5-10,0.019102044714703,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4324,,,DSMZ v1: Using DSMZ 120 without NaHCO3,0,"Innoculum, from 2023 MBfR"
c7b5ccd6001f20b113bf480efab552c9,H,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4324,,,Wolfe v1: put in modified wolfe + EDTA ,140,"98% methane, modified wolfe + EDTA , best performance before adding KILLER media"
c7b5ccd6001f20b113bf480efab552c9,Ha,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4324,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,147,
c7b5ccd6001f20b113bf480efab552c9,I,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4324,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,149,"butyrate production in reactor, major failure in CH4 production (10%)"
c7b5ccd6001f20b113bf480efab552c9,Ia,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4324,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,153,
c7b5ccd6001f20b113bf480efab552c9,J,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4324,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,161,"recovery, 93% ch4, extracted for analysis on recovery"
c7b5ccd6001f20b113bf480efab552c9,Ja,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4324,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,168,
c7b5ccd6001f20b113bf480efab552c9,Jb,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4324,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,174,
c7b5ccd6001f20b113bf480efab552c9,K,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4324,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,182,1 week before transitioning to biofilm-only sampling
c7b5ccd6001f20b113bf480efab552c9,L,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4324,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,189,"first biofilm-only sample, first direct biofilm sample"
c7b5ccd6001f20b113bf480efab552c9,M,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4324,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,210,extracted because there was good time spacing between this and other samples
c7b5ccd6001f20b113bf480efab552c9,N,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4324,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,238,"fluffy biofilm, mostly located on underside of membranes"
c7b5ccd6001f20b113bf480efab552c9,Na,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4324,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,262,
c7b5ccd6001f20b113bf480efab552c9,P,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4324,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,283,"very large biofilm growth between this and 1/7/25 sampling date, represents doubling of feed rate"
c7b5ccd6001f20b113bf480efab552c9,Q,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4324,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,300,
c7b5ccd6001f20b113bf480efab552c9,Qa,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4324,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,315,
b6b373e4adb9c081da6a2499547960c7,5-10,0.0045102050020826,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_2538,,,DSMZ v1: Using DSMZ 120 without NaHCO3,0,"Innoculum, from 2023 MBfR"
b6b373e4adb9c081da6a2499547960c7,H,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_2538,,,Wolfe v1: put in modified wolfe + EDTA ,140,"98% methane, modified wolfe + EDTA , best performance before adding KILLER media"
b6b373e4adb9c081da6a2499547960c7,Ha,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_2538,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,147,
b6b373e4adb9c081da6a2499547960c7,I,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_2538,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,149,"butyrate production in reactor, major failure in CH4 production (10%)"
b6b373e4adb9c081da6a2499547960c7,Ia,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_2538,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,153,
b6b373e4adb9c081da6a2499547960c7,J,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_2538,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,161,"recovery, 93% ch4, extracted for analysis on recovery"
b6b373e4adb9c081da6a2499547960c7,Ja,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_2538,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,168,
b6b373e4adb9c081da6a2499547960c7,Jb,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_2538,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,174,
b6b373e4adb9c081da6a2499547960c7,K,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_2538,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,182,1 week before transitioning to biofilm-only sampling
b6b373e4adb9c081da6a2499547960c7,L,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_2538,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,189,"first biofilm-only sample, first direct biofilm sample"
b6b373e4adb9c081da6a2499547960c7,M,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_2538,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,210,extracted because there was good time spacing between this and other samples
b6b373e4adb9c081da6a2499547960c7,N,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_2538,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,238,"fluffy biofilm, mostly located on underside of membranes"
b6b373e4adb9c081da6a2499547960c7,Na,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_2538,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,262,
b6b373e4adb9c081da6a2499547960c7,P,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_2538,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,283,"very large biofilm growth between this and 1/7/25 sampling date, represents doubling of feed rate"
b6b373e4adb9c081da6a2499547960c7,Q,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_2538,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,300,
b6b373e4adb9c081da6a2499547960c7,Qa,0.0,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_2538,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,315,
ae9418ce9d02c32999138b34c48512fb,5-10,0.013265308829654899,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Lactivibrio,midas_s_3664,,DSMZ v1: Using DSMZ 120 without NaHCO3,0,"Innoculum, from 2023 MBfR"
ae9418ce9d02c32999138b34c48512fb,H,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Lactivibrio,midas_s_3664,,Wolfe v1: put in modified wolfe + EDTA ,140,"98% methane, modified wolfe + EDTA , best performance before adding KILLER media"
ae9418ce9d02c32999138b34c48512fb,Ha,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Lactivibrio,midas_s_3664,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,147,
ae9418ce9d02c32999138b34c48512fb,I,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Lactivibrio,midas_s_3664,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,149,"butyrate production in reactor, major failure in CH4 production (10%)"
ae9418ce9d02c32999138b34c48512fb,Ia,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Lactivibrio,midas_s_3664,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,153,
ae9418ce9d02c32999138b34c48512fb,J,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Lactivibrio,midas_s_3664,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,161,"recovery, 93% ch4, extracted for analysis on recovery"
ae9418ce9d02c32999138b34c48512fb,Ja,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Lactivibrio,midas_s_3664,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,168,
ae9418ce9d02c32999138b34c48512fb,Jb,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Lactivibrio,midas_s_3664,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,174,
ae9418ce9d02c32999138b34c48512fb,K,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Lactivibrio,midas_s_3664,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,182,1 week before transitioning to biofilm-only sampling
ae9418ce9d02c32999138b34c48512fb,L,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Lactivibrio,midas_s_3664,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,189,"first biofilm-only sample, first direct biofilm sample"
ae9418ce9d02c32999138b34c48512fb,M,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Lactivibrio,midas_s_3664,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,210,extracted because there was good time spacing between this and other samples
ae9418ce9d02c32999138b34c48512fb,N,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Lactivibrio,midas_s_3664,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,238,"fluffy biofilm, mostly located on underside of membranes"
ae9418ce9d02c32999138b34c48512fb,Na,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Lactivibrio,midas_s_3664,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,262,
ae9418ce9d02c32999138b34c48512fb,P,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Lactivibrio,midas_s_3664,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,283,"very large biofilm growth between this and 1/7/25 sampling date, represents doubling of feed rate"
ae9418ce9d02c32999138b34c48512fb,Q,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Lactivibrio,midas_s_3664,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,300,
ae9418ce9d02c32999138b34c48512fb,Qa,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Lactivibrio,midas_s_3664,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,315,
607a06d9faf3f514074b5a4908b55a82,5-10,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,,DSMZ v1: Using DSMZ 120 without NaHCO3,0,"Innoculum, from 2023 MBfR"
607a06d9faf3f514074b5a4908b55a82,H,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,,Wolfe v1: put in modified wolfe + EDTA ,140,"98% methane, modified wolfe + EDTA , best performance before adding KILLER media"
607a06d9faf3f514074b5a4908b55a82,Ha,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,147,
607a06d9faf3f514074b5a4908b55a82,I,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,149,"butyrate production in reactor, major failure in CH4 production (10%)"
607a06d9faf3f514074b5a4908b55a82,Ia,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,153,
607a06d9faf3f514074b5a4908b55a82,J,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,161,"recovery, 93% ch4, extracted for analysis on recovery"
607a06d9faf3f514074b5a4908b55a82,Ja,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,168,
607a06d9faf3f514074b5a4908b55a82,Jb,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,174,
607a06d9faf3f514074b5a4908b55a82,K,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,182,1 week before transitioning to biofilm-only sampling
607a06d9faf3f514074b5a4908b55a82,L,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,189,"first biofilm-only sample, first direct biofilm sample"
607a06d9faf3f514074b5a4908b55a82,M,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,210,extracted because there was good time spacing between this and other samples
607a06d9faf3f514074b5a4908b55a82,N,0.0005816895755411,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,238,"fluffy biofilm, mostly located on underside of membranes"
607a06d9faf3f514074b5a4908b55a82,Na,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,262,
607a06d9faf3f514074b5a4908b55a82,P,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,283,"very large biofilm growth between this and 1/7/25 sampling date, represents doubling of feed rate"
607a06d9faf3f514074b5a4908b55a82,Q,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,300,
607a06d9faf3f514074b5a4908b55a82,Qa,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,315,
fc342d5f1833e1ea778160c892d7a5f3,5-10,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,,,DSMZ v1: Using DSMZ 120 without NaHCO3,0,"Innoculum, from 2023 MBfR"
fc342d5f1833e1ea778160c892d7a5f3,H,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,,,Wolfe v1: put in modified wolfe + EDTA ,140,"98% methane, modified wolfe + EDTA , best performance before adding KILLER media"
fc342d5f1833e1ea778160c892d7a5f3,Ha,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,147,
fc342d5f1833e1ea778160c892d7a5f3,I,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,149,"butyrate production in reactor, major failure in CH4 production (10%)"
fc342d5f1833e1ea778160c892d7a5f3,Ia,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,153,
fc342d5f1833e1ea778160c892d7a5f3,J,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,161,"recovery, 93% ch4, extracted for analysis on recovery"
fc342d5f1833e1ea778160c892d7a5f3,Ja,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,168,
fc342d5f1833e1ea778160c892d7a5f3,Jb,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,174,
fc342d5f1833e1ea778160c892d7a5f3,K,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,182,1 week before transitioning to biofilm-only sampling
fc342d5f1833e1ea778160c892d7a5f3,L,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,189,"first biofilm-only sample, first direct biofilm sample"
fc342d5f1833e1ea778160c892d7a5f3,M,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,210,extracted because there was good time spacing between this and other samples
fc342d5f1833e1ea778160c892d7a5f3,N,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,238,"fluffy biofilm, mostly located on underside of membranes"
fc342d5f1833e1ea778160c892d7a5f3,Na,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,262,
fc342d5f1833e1ea778160c892d7a5f3,P,0.0003166480899787,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,283,"very large biofilm growth between this and 1/7/25 sampling date, represents doubling of feed rate"
fc342d5f1833e1ea778160c892d7a5f3,Q,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,300,
fc342d5f1833e1ea778160c892d7a5f3,Qa,0.0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,315,
