seq,sample,rel_ab,Kingdom,Phylum,Class,Order,Family,Genus,Species,date,media,timepoint,notes
ed541c87d5df87ae71fac96b59bc34aa,I,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,149,"butyrate production in reactor, major failure in CH4 production (10%)"
ed541c87d5df87ae71fac96b59bc34aa,Ia,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,153,
ed541c87d5df87ae71fac96b59bc34aa,J,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,161,"recovery, 93% ch4, extracted for analysis on recovery"
ed541c87d5df87ae71fac96b59bc34aa,Ja,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,168,
ed541c87d5df87ae71fac96b59bc34aa,Jb,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,174,
ed541c87d5df87ae71fac96b59bc34aa,K,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,182,1 week before transitioning to biofilm-only sampling
ed541c87d5df87ae71fac96b59bc34aa,L,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,189,"first biofilm-only sample, first direct biofilm sample"
ed541c87d5df87ae71fac96b59bc34aa,M,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,210,extracted because there was good time spacing between this and other samples
ed541c87d5df87ae71fac96b59bc34aa,N,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,238,"fluffy biofilm, mostly located on underside of membranes"
ed541c87d5df87ae71fac96b59bc34aa,Na,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,262,
ed541c87d5df87ae71fac96b59bc34aa,P,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,283,"very large biofilm growth between this and 1/7/25 sampling date, represents doubling of feed rate"
ed541c87d5df87ae71fac96b59bc34aa,Q,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,300,
ed541c87d5df87ae71fac96b59bc34aa,Qa,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,315,
1eac8ec4812f4ed7bfd8387a38bdba1f,5-10,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,DSMZ v1: Using DSMZ 120 without NaHCO3,0,"Innoculum, from 2023 MBfR"
1eac8ec4812f4ed7bfd8387a38bdba1f,H,0.0007131675694179,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v1: put in modified wolfe + EDTA ,140,"98% methane, modified wolfe + EDTA , best performance before adding KILLER media"
1eac8ec4812f4ed7bfd8387a38bdba1f,Ha,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,147,
1eac8ec4812f4ed7bfd8387a38bdba1f,I,0.0021557066945471,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,149,"butyrate production in reactor, major failure in CH4 production (10%)"
1eac8ec4812f4ed7bfd8387a38bdba1f,Ia,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,153,
1eac8ec4812f4ed7bfd8387a38bdba1f,J,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,161,"recovery, 93% ch4, extracted for analysis on recovery"
1eac8ec4812f4ed7bfd8387a38bdba1f,Ja,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,168,
1eac8ec4812f4ed7bfd8387a38bdba1f,Jb,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,174,
1eac8ec4812f4ed7bfd8387a38bdba1f,K,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,182,1 week before transitioning to biofilm-only sampling
1eac8ec4812f4ed7bfd8387a38bdba1f,L,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,189,"first biofilm-only sample, first direct biofilm sample"
1eac8ec4812f4ed7bfd8387a38bdba1f,M,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,210,extracted because there was good time spacing between this and other samples
1eac8ec4812f4ed7bfd8387a38bdba1f,N,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,238,"fluffy biofilm, mostly located on underside of membranes"
1eac8ec4812f4ed7bfd8387a38bdba1f,Na,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,262,
1eac8ec4812f4ed7bfd8387a38bdba1f,P,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,283,"very large biofilm growth between this and 1/7/25 sampling date, represents doubling of feed rate"
1eac8ec4812f4ed7bfd8387a38bdba1f,Q,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,300,
1eac8ec4812f4ed7bfd8387a38bdba1f,Qa,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,315,
e4738ae451a15c8bfd5229711b6b5361,5-10,0.002918367942524,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,DSMZ v1: Using DSMZ 120 without NaHCO3,0,"Innoculum, from 2023 MBfR"
e4738ae451a15c8bfd5229711b6b5361,H,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v1: put in modified wolfe + EDTA ,140,"98% methane, modified wolfe + EDTA , best performance before adding KILLER media"
e4738ae451a15c8bfd5229711b6b5361,Ha,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,147,
e4738ae451a15c8bfd5229711b6b5361,I,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,149,"butyrate production in reactor, major failure in CH4 production (10%)"
e4738ae451a15c8bfd5229711b6b5361,Ia,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,153,
e4738ae451a15c8bfd5229711b6b5361,J,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,161,"recovery, 93% ch4, extracted for analysis on recovery"
e4738ae451a15c8bfd5229711b6b5361,Ja,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,168,
e4738ae451a15c8bfd5229711b6b5361,Jb,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,174,
e4738ae451a15c8bfd5229711b6b5361,K,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,182,1 week before transitioning to biofilm-only sampling
e4738ae451a15c8bfd5229711b6b5361,L,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,189,"first biofilm-only sample, first direct biofilm sample"
e4738ae451a15c8bfd5229711b6b5361,M,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,210,extracted because there was good time spacing between this and other samples
e4738ae451a15c8bfd5229711b6b5361,N,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,238,"fluffy biofilm, mostly located on underside of membranes"
e4738ae451a15c8bfd5229711b6b5361,Na,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,262,
e4738ae451a15c8bfd5229711b6b5361,P,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,283,"very large biofilm growth between this and 1/7/25 sampling date, represents doubling of feed rate"
e4738ae451a15c8bfd5229711b6b5361,Q,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,300,
e4738ae451a15c8bfd5229711b6b5361,Qa,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,315,
121322a4bdcd6f088390c57de15de7ae,5-10,0.0053061235318619,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,DSMZ v1: Using DSMZ 120 without NaHCO3,0,"Innoculum, from 2023 MBfR"
121322a4bdcd6f088390c57de15de7ae,H,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v1: put in modified wolfe + EDTA ,140,"98% methane, modified wolfe + EDTA , best performance before adding KILLER media"
121322a4bdcd6f088390c57de15de7ae,Ha,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,147,
121322a4bdcd6f088390c57de15de7ae,I,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,149,"butyrate production in reactor, major failure in CH4 production (10%)"
121322a4bdcd6f088390c57de15de7ae,Ia,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,153,
121322a4bdcd6f088390c57de15de7ae,J,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,161,"recovery, 93% ch4, extracted for analysis on recovery"
121322a4bdcd6f088390c57de15de7ae,Ja,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,168,
121322a4bdcd6f088390c57de15de7ae,Jb,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,174,
121322a4bdcd6f088390c57de15de7ae,K,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,182,1 week before transitioning to biofilm-only sampling
121322a4bdcd6f088390c57de15de7ae,L,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,189,"first biofilm-only sample, first direct biofilm sample"
121322a4bdcd6f088390c57de15de7ae,M,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,210,extracted because there was good time spacing between this and other samples
121322a4bdcd6f088390c57de15de7ae,N,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,238,"fluffy biofilm, mostly located on underside of membranes"
121322a4bdcd6f088390c57de15de7ae,Na,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,262,
121322a4bdcd6f088390c57de15de7ae,P,0.0011082683149255,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,283,"very large biofilm growth between this and 1/7/25 sampling date, represents doubling of feed rate"
121322a4bdcd6f088390c57de15de7ae,Q,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,300,
121322a4bdcd6f088390c57de15de7ae,Qa,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,315,
a5a1519fb2b6c41d9cbc7937a35a9e32,5-10,0.0045102050020826,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,DSMZ v1: Using DSMZ 120 without NaHCO3,0,"Innoculum, from 2023 MBfR"
a5a1519fb2b6c41d9cbc7937a35a9e32,H,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v1: put in modified wolfe + EDTA ,140,"98% methane, modified wolfe + EDTA , best performance before adding KILLER media"
a5a1519fb2b6c41d9cbc7937a35a9e32,Ha,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,147,
a5a1519fb2b6c41d9cbc7937a35a9e32,I,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,149,"butyrate production in reactor, major failure in CH4 production (10%)"
a5a1519fb2b6c41d9cbc7937a35a9e32,Ia,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,153,
a5a1519fb2b6c41d9cbc7937a35a9e32,J,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,161,"recovery, 93% ch4, extracted for analysis on recovery"
a5a1519fb2b6c41d9cbc7937a35a9e32,Ja,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,168,
a5a1519fb2b6c41d9cbc7937a35a9e32,Jb,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,174,
a5a1519fb2b6c41d9cbc7937a35a9e32,K,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,182,1 week before transitioning to biofilm-only sampling
a5a1519fb2b6c41d9cbc7937a35a9e32,L,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,189,"first biofilm-only sample, first direct biofilm sample"
a5a1519fb2b6c41d9cbc7937a35a9e32,M,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,210,extracted because there was good time spacing between this and other samples
a5a1519fb2b6c41d9cbc7937a35a9e32,N,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,238,"fluffy biofilm, mostly located on underside of membranes"
a5a1519fb2b6c41d9cbc7937a35a9e32,Na,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,262,
a5a1519fb2b6c41d9cbc7937a35a9e32,P,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,283,"very large biofilm growth between this and 1/7/25 sampling date, represents doubling of feed rate"
a5a1519fb2b6c41d9cbc7937a35a9e32,Q,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,300,
a5a1519fb2b6c41d9cbc7937a35a9e32,Qa,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,315,
75c43bd66f718ca75507ff5efd6e4ccb,5-10,0.0026530617659309,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,DSMZ v1: Using DSMZ 120 without NaHCO3,0,"Innoculum, from 2023 MBfR"
75c43bd66f718ca75507ff5efd6e4ccb,H,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v1: put in modified wolfe + EDTA ,140,"98% methane, modified wolfe + EDTA , best performance before adding KILLER media"
75c43bd66f718ca75507ff5efd6e4ccb,Ha,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,147,
75c43bd66f718ca75507ff5efd6e4ccb,I,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,149,"butyrate production in reactor, major failure in CH4 production (10%)"
75c43bd66f718ca75507ff5efd6e4ccb,Ia,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,153,
75c43bd66f718ca75507ff5efd6e4ccb,J,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,161,"recovery, 93% ch4, extracted for analysis on recovery"
75c43bd66f718ca75507ff5efd6e4ccb,Ja,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,168,
75c43bd66f718ca75507ff5efd6e4ccb,Jb,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,174,
75c43bd66f718ca75507ff5efd6e4ccb,K,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,182,1 week before transitioning to biofilm-only sampling
75c43bd66f718ca75507ff5efd6e4ccb,L,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,189,"first biofilm-only sample, first direct biofilm sample"
75c43bd66f718ca75507ff5efd6e4ccb,M,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,210,extracted because there was good time spacing between this and other samples
75c43bd66f718ca75507ff5efd6e4ccb,N,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,238,"fluffy biofilm, mostly located on underside of membranes"
75c43bd66f718ca75507ff5efd6e4ccb,Na,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,262,
75c43bd66f718ca75507ff5efd6e4ccb,P,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,283,"very large biofilm growth between this and 1/7/25 sampling date, represents doubling of feed rate"
75c43bd66f718ca75507ff5efd6e4ccb,Q,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,300,
75c43bd66f718ca75507ff5efd6e4ccb,Qa,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,315,
1eb531d7f3ea89a9ead56eda443560cd,5-10,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,DSMZ v1: Using DSMZ 120 without NaHCO3,0,"Innoculum, from 2023 MBfR"
1eb531d7f3ea89a9ead56eda443560cd,H,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v1: put in modified wolfe + EDTA ,140,"98% methane, modified wolfe + EDTA , best performance before adding KILLER media"
1eb531d7f3ea89a9ead56eda443560cd,Ha,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,147,
1eb531d7f3ea89a9ead56eda443560cd,I,0.0021557066945471,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v2: put in KILLER wolfe + EDTA + switch to HCl in trace elements,149,"butyrate production in reactor, major failure in CH4 production (10%)"
1eb531d7f3ea89a9ead56eda443560cd,Ia,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,153,
1eb531d7f3ea89a9ead56eda443560cd,J,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,161,"recovery, 93% ch4, extracted for analysis on recovery"
1eb531d7f3ea89a9ead56eda443560cd,Ja,0.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,168,
