seq,10AB,A34,B34,C3,D34,E34,F34,G12,G3,H34,I34,J12,J34,K12,L12,M12,N12,P12,Q
7377692c0967c99c56f749e092acb30a,0.00185374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acb819d2b09f090ba6c3112028bbc54b,0.92819406,0.004597353,0.008056351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856f4e976cd8cb16d80b01f36ee9721a,0.00291302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f07216e3758674127b729897fc2945ba,0.049786158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e98a78fb93f10ea212298a128d9cadc1,0.026217179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431116edae2b92d4b0a6f216b34dbb8,0,0,0,0,0,0,0,0,0,0,0,0,0.000461155,0,0,0,0,0,0
e1c573f885ed4c9191a32116f583d78a,0,0,0,0,0.013561957,0.026733541,0.074026426,0.193243859,0.116405797,0.089424088,0.102821951,0.161652801,0.130276186,0.031801877,0.045830345,0.032587994,0.007361802,0.003794952,0.003822411
5b1e1cf5993a1b5ab7467ae5ebe4d8a4,0.00900388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93d4e77c702d14bae2ff583e94565370,0.0079446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4437357383387ed0937aeb891b767d2,0.0026482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65c689dc4b8772012494d43535fd1102,0.081299737,0.003515623,0.005008002,0,0,0,0.001265409,0.003597094,0.002318841,0.00855051,0.028531746,0.012391504,0.017523876,0.004447815,0.019678566,0.002413925,0.002905974,0,0
4a70dcab1da10b99743b8b5298cd2f6f,0.00688532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8eff40dae1c673e240a6167650512de5,0.00052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5efd16edb2dbb414f480fdd78c42285a,0.00052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1f1ff56fd37c5c9b1a9ac7b1d99e10b0,0.409146882,0,0.001306435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644c14744299b1aa46a195610c9f1a6f,0.00688532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1a33b954694a3eddcd95ead6c562cfb2,0.017213299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001106861,0
24ea1e1bbe347ab284f3ddbee118d9db,0.00185374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a42258463565d8531ac1fbcbcb5558fd,0.00238338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44ed1a1eb3ed2fe963e32f2d9591f332,0.00556122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e8bb8d9f0ab19588ba970ec5b20a7319,0.00609086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a9aac800e685600e21278a2012556aa7,0.00900388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80017052479e0a7748dc385488c63536,0.0013241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67551524f244fa1d912a5ae3dc5321ac,0.022244879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d5c57433a03e4329c7e6b3aaf6668a1,0.040252638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1f67bd15d480d23ca73f40a62f815bb,0.00052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e0ef60d7b52825a7bb99db1975db2d1b,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803eb52cfe3d77bdf9fe14c011e425fb,0.00079446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7d695607cd250aaa3167220d1f1b4cf0,0.00317784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6684f6190e4f3e23278528086ae25685,0.00291302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f5533292a655d0f54a64560d65e823b,0.00079446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06246fa4c1b00ea76b5539442f32c012,0.019067039,0,0,0.0089942,0.007084604,0.013366771,0.008857863,0.009392411,0.008811594,0.032420685,0.028531746,0.020277006,0.030205629,0,0.001294643,0.009414309,0.002905974,0,0
496ed1835247fa310353bd53160fad4a,0.836301524,0,0.001959653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fffa3e1b1a3f2d8e0a9785716ffbfb36,0,0.000811298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c488eee4c6d02abb4e34df3ec16a09b,0.071766217,0.406460092,0.116925958,0.020476157,0.007084604,0.003037902,0.000843606,0.005995156,0.003246377,0.016032207,0.036606768,0.031823635,0.039428722,0.002223907,0.005955356,0.002655318,0,0,0
dce9d93a9449b78d7b3f809249923607,0.00238338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7adc00fdff504740098679e91cb6844d,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e198207b81e382d6209c129373e9d60,0.00556122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62464229dcef00e0856587086e1e2f9d,0.00317784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1dd54482446cd8882dfd4fc7d128da40,0.00450194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15baec8488957bacb3136134000dc93a,0.00715014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626ceecfac444a7e053d5ae2c76833df,0.00052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a216822e223bbb6baf68503a21bc5d0a,0.00211856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351fdba7f02fbaff27a231855c689a8a,0.060643777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592ba0f920b7fbd354e218aaf08930ab,0.00211856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
