seq,10AB,A34,B34,C3,D34,E34,F34,G12,G3,H34,I34,J12,J34,K12,L12,M12,N12,P12,Q
ce21e0d8c29a8e91b8f8ed03fb21d296,0.113078135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4f3989d95e7611bb6b5307454d75d3ce,0.0105928,0.012169464,0.010886961,0.047076024,0.005465266,0.003189798,0.015817612,0.126697628,0.083014493,0.036339669,0.013996705,0.013799629,0.024902351,0.005782159,0.027446421,0.070728016,0.047270515,0.047436905,0.022934465
5e2e0a4cfc3ab5f1a074ef61d2d6f68b,0,0,0,0.014352446,0,0.004253063,0.010123272,0.007993541,0,0.006769154,0,0,0.016140412,0,0,0.011586842,0,0,0
27b310dd4ffe5fc8db8b41f66bdb3175,0.016418839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f397a6809dc09fd4f5cc5f425c5eb0ba,0,0,0,0.032340846,0,0,0,0.043964477,0.030608696,0,0,0,0,0,0.003107142,0,0,0,0
eefd58e34806834774cf090051744fd6,0,0.005138218,0.001306435,0,0.002833842,0.002126532,0.011810484,0.000199839,0,0.01140068,0.003768344,0.002816251,0.00345866,0,0,0,0,0.001106861,0
418ebbfcf9fe4c2ccea934ba2533ec35,0.026746819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcc60ede2cc11c8503b4f31fab9233b8,0.01032798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
021d1583edfe105a9c99264ea9f3d2d6,0.143532434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01a80919b32734264f4c21669d8f2713,0.029924659,0.002433893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41394ade15d1e8762a8d0b3599068bf2,0.032043219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d5e86e0fe7c13c5751606c96f3788345,0.23463051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f44234fea5a65dfa65edd4c8b6babf37,0.00741496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b169fa21237421cae0266976608044cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003822411
20d1b4770481360a89bb379b281db93a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015289643
aa78d734b59dc8f035c1e136275e7923,0,0,0,0,0,0,0.000632704,0,0,0,0,0,0,0,0,0,0,0,0
bf10b39238d339bb1e6a6d6749c9b046,0,0.00216346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41b7916d2b012fea3c6c34d266345668,0,0,0,0,0,0,0,0,0,0,0,0,0.000461155,0,0,0,0,0,0
2bb9ab4119c6791bd52d2edcd1040054,0,0,0,0,0.000607252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cb13db7c2341f7fb498c476454c50a21,0.017742939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f344d4281112bb7cf5358c04fda869ee,0.00079446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4c4c77a6783079489f146bf3f51d11e6,0.01085762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06e148ad8b35489ea97e51ef733e9550,0.00211856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899bfc3202ef1effff6e234fa8517ff3,0.011916899,0.031099741,0.007403133,0.001722294,0.000809669,0.000455685,0,0,0,0,0,0,0,0,0,0,0,0,0
2d7ac92616f87949dfaf73e74e7d61ef,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566e2121e9bd3188a5c29f9c55607760,0.00476676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922a7f47672abd882604d821f25fb3ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000776786,0,0,0,0
4adbf4beb8d2b17f63b543e4d9aa39b6,0.206824411,0.205528723,0.166352759,0.512095285,0.038054446,0.034176402,0.017715726,0.075938642,0.053333333,0,0,0,0,0,0,0,0.091247593,0.085544552,0
93fadef301b62aa732e42bf1142b3afa,0,0.062469914,0.07490229,0.13472163,0.070238792,0.087795379,0.051038163,0.053756565,0.040811594,0.258652938,0.216410599,0.444122766,0.260321794,0.296446863,0.531321286,0.42581645,0.806311001,1.287753847,0.45677809
d10ef1cc3876e7ca96d49bab29ceec47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000632492,0
ee983542287b2fabba9e4ee88472a44a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000968658,0,0
92f305372628ccbd74b7b28b933d306b,0.077857077,0.102764361,0.077079682,0.163617888,0.011335367,0.013518666,0,0,0,0,0,0,0,0,0,0,0.024410184,0.022927837,0
2386e7f0ed5d187b06bed4a743e7db83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000316246,0
08f0179cb02459891d87167ee734be6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000316246,0
49eb7db9bbd667a245fcb40e7be64a28,0,0.009194706,0.008056351,0.009951029,0.015990964,0.024303219,0,0.001998385,0,0.001781356,0,0,0,0,0,0.003862281,0.008136728,0.000948738,0
ddd4b60fc546f62f90bcf9ae38f1a723,0.00158892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a04e3b7eb9893592465490aaa571b8ca,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aee6434397d2afe4adc1c9d2ba8927a4,0,0,0,0,0,0.000759476,0,0,0,0,0,0,0,0,0,0,0,0,0
f8c8cdc38f175e31f80c5dfa248268a3,0,0,0,0,0,0.001063266,0,0,0,0,0,0,0,0,0,0,0,0,0
d42912a22b570ab99938b745999ae2cc,0,0.646604179,0.281101325,1.404243349,1.171186307,0.80762635,0.065590366,0.008792895,0.00742029,0.040258653,0.020995058,0.071814398,0.036892371,0.632701669,0.520964146,0.046105976,0.052695001,0.056449917,0.013378438
71a34966c95ea58d9a56666883f441dc,0,0,0,0,0.001619338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1a2aa45c0c2bca3b49679b7f3f4f465d,0.00211856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98f44e3e61d018840fdce5dc524c719c,0.00317784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9a842084688427ba067307eb8662eecd,0.00158892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f0f5fe3a3ccc66ce7e67e82294654107,0.23118785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f9d19abf0ac81bcc64d02d91350fce35,0.011652079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523a7e01fa5c47d91e959292759c7ac7,0.012181719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f000e79347f73713ac3aa60a8ae839f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005733616
66e3776391b519ba25ba547c36135f4e,0,0,0,0,0,0.00030379,0,0,0,0,0,0,0,0,0,0,0,0,0
e0f5ac0f18cc28b90be53aa781a75e97,0.00158892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a681fb02342fb54c83839d35541047fd,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40862b63dd0defe1fb1cbc9991f5f089,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e335570f65a3bc3a849f355ac1698181,0.0052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b488a23a21137febe962e32b948e87a9,0.0013241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4d36e0d0050d301d2a3d040d04521b20,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00e6614407462b417669175bc85184ad,0.00052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f5a0cba713d42e29e41a6df93519572a,0.00052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8adc12dac7b8b4b0e4408ebdf6aab780,0.0013241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4ba6792b3fa30ceb7375dc41eb1d65c,0.00158892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50420826a4434507209193c117f54130,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2b43f5fc401b8ae942e9f83213eef32,0.01112244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5efed3b185cd579740418a733b461740,0.00767978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245b33b8928a2d472035cfcc336caddb,0.00423712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26cbd70e0eb0b0a14e93c0970b305ef1,0.00317784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82f3d62aabc8caf816ec2120e9c14bb5,0.00185374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d2fd495f50fd9ee1bb779066a74086d7,0.0013241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e3e95a36c06e6967322d92057d2f4f7,0.00079446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b6659ef305819aabacf82fa333d503b6,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76612bcedbaf761367a3d047ebafd7b6,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3aa84206bcf663e8de0f75e1bb5b2ba6,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f7d85e5a89d2a972052c5ff23f52397a,0.00052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ee21cf356777ae26fe7089d75452abd7,0.00052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28e3c3f751b7e166668665449ef80ec9,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cc53782126bff6f2648754f297c70cff,0.00052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f39790ad4b1a813000323022eb1e9567,0.00211856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0674e7934525d446c54c31dc9b8e33d5,0.00635568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64726048843aad3c93d620cd9e0479ad,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be817fedc78d38052d17146829adb06d,0.021715239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8afde037c611bdd1b53997b0f6b4dd7a,0.028600559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92862fbe6ff344c8964156b2a0b424cc,0.00423712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2baae149e8c7b36f47fe4bf2356f1f7,0.00715014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a012a92141e089dd0e178bc46889f8bd,0.00688532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9f4c3d76158212d20d1239263d545546,0.00079446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03a6a6d84a7be4b11b6467c91ca79d57,0,0,0,0,0,0,0,0.003796932,0.003710145,0.00855051,0.012381701,0,0.002536351,0,0,0,0.001549853,0,0
ad7b37d7259f65ae5d2d898c539a6297,0.014300279,0.00108173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bf5493457f0a16552a432f4bbf9330f3,0.00052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36f3b6d6951a802a6906a07bed8168bb,0.00609086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475578087d74506dfa16ebf79e182c28,0,0,0,0,0,0,0,0,0.001391304,0,0,0,0,0,0,0,0,0,0
6e252cae9e8ff5755e0cfa5c52a78beb,0,0,0,0,0,0,0,0,0,0,0.001615004,0,0,0,0,0,0,0,0
02541e05438ebd6cd913200972ef5e4b,0.00953352,0,0,0,0,0,0.001687212,0.000599516,0,0.003206441,0,0.002253001,0.002766928,0,0,0.00193114,0,0,0
46bd23bd0fd9dba10f345fa125cfcb81,0.00979834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608bdffdf9263f1b123d069d10e69f9a,0.0039723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e61e6021af25969dd347b921fc6389a4,0.00052964,0.001622595,0.007620872,0.002296391,0.000809669,0.000911371,0,0.001199031,0,0,0,0,0,0,0,0.000724178,0,0,0
26c822a9da99f48bc5eabddbeda2a1e8,0.00317784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72c6706063e2325bd12c28ea8b23e872,0.01138726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76ef356d895e6434580f18ab74a63e6c,0.429802842,0.000811298,0.001741914,0,0,0,0.000632704,0.000999193,0,0.001781356,0,0.001971376,0,0.002223907,0.002589285,0,0,0.000474369,0
54e2ac902f306ae27ca844f44be5b425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096557,0,0,0
822e596ebee53d4dcd5ffe3e26ec43d4,0.00344266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8f9f1230951b3b3b3d3fb12aa4ed0e8e,0.00079446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b8299c90e4c775b18c1c5ff6d23ad616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001448355,0.000968658,0.007115536,0
94fc0eb5f4d613c2766734c28a5f1a9f,0.00052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c76f558846fa9aa57c59ddacefeacb2,0.019596679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
df24931eef177828ec0d0b347ec6cf02,0.00450194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9b07d0a34ae911d20d9f7d8d4f7ee676,0.00052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eca00dcc9a01255b6cb66fbd5b3bd285,0.142737974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a639263c07c310881a6085392276536,0.01085762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1f42391a983ba3af940e541d110a8432,0.00344266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b2fb53987643b4f865fb0a5912ee1071,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfc04a7e7b744ab56306075ef236d753,0.00052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44d199fe6af5278159ea5f9943993fd3,0.00079446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f91fb95263a6d30aad8042fa60f3d62e,0.00185374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8a2c442a314a7a38b0dd2f26401b5bbb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000387463,0,0
d4967db74f90dc58ab34ae78957b3f4c,0.00185374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5fe0c6a4c2aa7f9ffa8470268bc73eac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005733616
793ecb5ed65cd96425a35698e8ab9e78,0,0,0,0,0,0.071998287,0.077822653,0.436447351,0.397913043,0.651620144,0.330537581,0.243042452,0.297444742,0.133434447,0.038839275,0.014724945,0.066062482,0.054394318,0.001911205
f4eb19fb222b9761a2b3e01340472691,0,0,0,0,0.000607252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a49becf5a5dbcb201f091757c62fc6bb,0,0,0,0,0.011740201,0.102832996,0.095960182,0.466822807,0.554202899,0.059853573,0.435512872,0.019713756,0.136040619,0,0.007767855,0.004345066,0.005618217,0.006008675,0
cefc5e0aafd4478065e1ffd5c5ad5f28,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4f3686ad1491f35d467e4d518b1a239a,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e9ad9694aa9baa8ef6805db44808b3ce,0.00900388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6d6f4c93d09d73073c55fef2decc5e58,0.00238338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65f9a101f8ffe7049bd3d0baa83520c2,0.00079446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b488bf12e36de9f37c9b3da1febf2c3e,0.00476676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57e13b307e96897f55540c6759029343,0.00185374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8e3af97b4686b85e19d450d5c1c96fbe,0.00370748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00c193a1d13306dc0a3fa7b7b19327a9,0.00211856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0b898d4961772ab53a086c8154bac568,0.00158892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23504ce886d58d2a61607ff263c8d494,0.00158892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f57128992ee22ab49d1a992eb1594104,0.00953352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d73a01cf4394c6ce1b6f91249a590671,0.00767978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fca33d821d9ddce59d2b26b63bf7c4a1,0.00052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494686a85ca80380a18f37e6e723f6ff,0.052434358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e1859f895760d01bd129aad5091fa054,0.00556122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717e65e6ba1d91587e9c1fc36b2b0c44,0,0,0,0.002296391,0.001214504,0.003949273,0.006537946,0.001798547,0.002318841,0,0.027455076,0.013799629,0.029513897,0.018236041,0,0,0,0,0
00a1a32589b4628bbc46f04b83b89d22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000258929,0,0,0,0
645dd8b575c7e7c0952933bbe90b4bb9,0,0,0.001524174,0,0,0,0,0,0,0,0,0.002816251,0,0,0.008544641,0,0.000774926,0,0
94ef08db649a5339b6de95109a8bad0f,0,0.033804066,0.034185057,0,0.050604317,0.024455114,0.014974006,0.008593057,0.00742029,0.012469494,0.039836777,0.004506001,0.01544868,0,0,0,0,0.001423107,0
7a777474146ffbe89e17716b8660dcfb,0.00211856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3d34374d81a96ce4972b93ef5dae9b82,0.561948016,0.001893028,0.001306435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcc552ee0bfe584a9f79fd3d7893047f,1.142963071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2f5695c1563063d2b821ab2eecfa3bd3,0.93746276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3487ee381e9bba57861b67ac3936d665,0.986719278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94f099e252b40a7a42a638b2c028b7db,0.00979834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582cd22fb94ea0fd36f9915ef32c1333,0.00052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8a7a133e5daf52fb66404c67a0c7dc48,0.00079446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14a2bb3f27bd325f767bee3f35dec36e,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cb886014283a43df6af104cecc83cfc9,0.024628259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6cd5cb3562f8ff28e2e21339a4fc55c1,0.028600559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d2340f2964ea2cff3448b5ce82aa29af,0.00741496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2bef39c50999d97de887d34b376fbd38,0.00185374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86648abd0094f1568a386360dcba7034,0.00238338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ca4dd10576aed42007187bfd0cb11c5,0.00238338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a8aafb51e2d0f2e6d62cf2c4393df334,0.00158892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d741499ee8a83b6ede29efd8892e70b,0.00317784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c5818942f7219725c098917e39a7e7bb,0.016418839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5a282585ef16397041df72979907593f,0.011652079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296a64ff9ac191c4f1c886ba988e1706,0.014035459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01e6c47ea1eccbd286858fc97fa25654,0.00079446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79e2b6d098bc24e051a82e3d618d416f,0.00423712,0.000540865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bcebf60c83721eb2fd57f1ddb53c6058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000581195,0.002213722,0
de1f954072ef273959e798b81a39a1f1,0.019331859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3746a611252a01f39ad4eba5428d1daa,0.00715014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4f6902842e157d5e737fa919e5d89f4a,0.0013241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6a36906813434ce2d18626305b1564a,0.0026482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8466c6dfab56e8746ea47bc3c0e571e0,0.015624379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c6c062c6e4918cff367f7b7327090845,0.00158892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c9b81e16ab4e3c0b202044ce6d7ba57,0.014565099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10378c24fd183ece5224eb4bb5980766,0.00847424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248422358abb94560c1fc2271904e71f,0.00238338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0b54d74d2257842cdb59920d0557c940,0.00582604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38f1741fa5bc42ca4fda255fde5fde58,0.00026482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4a24bc6456b7cb91afeb18832b4c18d,0.0026482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ecc87bcfc432d272b961cd36e4246127,0.00873906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46a7a599e8da21433062d78516158149,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527d5108a6ce397729d5a554b1bf5e44,0.0026482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7a9beba4bfa0731ea9d0fa90bb065e3,0.00715014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcc1b2524bf00a7d6decf739df2f1f19,0.00079446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c24ddb60bb99f2f3faf3f86c7141b3dc,0.0013241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780b1a1535644ef954b37c0be366f13,0.0039723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98f50fc2653bd578543391ef42ece23e,0.00370748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fc4dfc7b010149d63567c2ee818550a,0.0013241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8bbe4e6022a5ec46e3ba035b8b3e5036,0.0026482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0b69224e197ce8061ddd3ea7ceff3d9,0.00847424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29924e75bce2dffe324f99988900e268,0.00238338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfc8c6977754afac6bdc71718f2a7910,0.0052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957bec6b470f89f1cc58693a77364ea7,0.00052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9e2b122adf540f378ae4674b70ffa70d,0.00423712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907573f1ef39407a092d749e781db531,0.00105928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639ec09a97e00f6cd8d780f549ca17af,0.00185374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e45b457bc5f6289780c6774683de6b8,0.00079446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b7e9487c90de08851f8c120abc9ac7f8,0.0013241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e3a2d60faa8d0d3ec2805ea4a4f69cc5,0.00079446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accdbd296b05fdc99bac47d0e4349aa9,0.00158892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89078346e4907efe681d45f299ac15a4,0.00158892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9cb41b1fe78219846cde88d8c68f0dbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000387463,0,0
8e7bd1c2bef6cba75457c867bea7fec1,0.00582604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f988ea53dbaa37384a49d4315240db30,0.051375078,0.00108173,0.000653218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6cec0bfed5ae5027a2002e200c4f71eb,0.00476676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c19a1c0bb75e671f02df2cbb306949d9,0.00582604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443d26a763fcf25a1b45a2fc51d1d322,0.01032798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99d585f7c8f524fa04880f847f0a31da,0.00873906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4561fef494acf771179203cc14f5d372,0.012976179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91b0e901cfecbf218fbaa882071bc0ff,0.00688532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922daae168c740d829141c432a8cdcd1,0.00291302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
