"seq","5-10","H","Ha","I","Ia","J","Ja","Jb","K","L","M","N","Na","P","Q","Qa"
"e8e82cf023a3abd684fe7e817acc9bf0",0,0,0,0,0.0138423631682401,0.00112802204155069,0,0,0.000667772200643287,0,0,0,0,0,0,0
"c54b395391b209a66c6f285b4c84bb60",0,0,0,0,0,0,0,0,0,0,0.00120803001712987,0,0,0,0,0
"99d2491ca9702e5053cb6e62d0349555",0.0103469408871308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f8cdd28c7e5f4328a9275dc52a6f0920",0.00212244941274478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f160f53c13a357273642507af54b4941",0.00159183705955858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8610085898359abd9388c49fcfbbcb2a",0.0122040841232825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76a43b01e1b397fed9d963f273f17a59",0.0302449041316131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9c96f5d8a39fc651dd1265522f6dab70",0.00238775558933788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0d0ce1c9fb76a8c707691b0f3a9f7a71",0.00451020500208265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d7525471cb3f78ede0955ca2a32c1b66",0.00742857294460672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02e5aa8b2279bb6d9eef1591c1bd5c44",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379977707974466,0,0
"8d82d4342e7bd230b09dd20b8e775257",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00316648089978721,0,0
"477487d12077a9fbaf195faaf466d827",0.196857183032078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6d866900ddd4436c1634c5209005c604",0.0941836926905495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b24d3443426aac9dca3451d65ba14d55",0.198183713915044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d5cecae93845498f6d38b6b144a7e330",0.0130000026530618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28f1a500a5a6ebd1cede9322b50bcaad",0,0.0082014270483064,0,0.00808390010455177,0.00830541790094405,0.00535810469736579,0,0.0176390175067249,0.00267108880257315,0.00466373197014175,0.00289927204111168,0.00290844787770558,0,0,0,0
"e49e2d1740b2969d15197f16c4681997",0.0275918423656821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a82691ab5fd4e8d3d3b23b7958c8e764",0,0.140137427390627,0.162108824358613,0.0980846546018949,0.105201960078625,0.0530170359528825,0.0341307518073784,0,0.0380630154366674,0.0608876118324062,0.0333416284727843,0.0124093776115438,0,0.00807452629445739,0,0
"89d1d4064aa11fd1f3efb8e1345c813f",0,0.00855801083301538,0,0,0,0.00676813224930415,0,0.0220487718834061,0,0.00440463574957832,0.00459051406509349,0.00426572355396819,0,0.00205821258486169,0,0
"da28c80a7a1b2838789eb2ad598db9a0",0.201898000387347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b5db33c8e764e787ba1a51f46cfa1db8",0.0206938817742616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"916d15ab17794198ea4c5ad1e3fb6258",0,0,0,0,0,0,0,0,0,0,0,0,0,0.199963268821562,0.224700165716372,0.132852533687607
"e6bdf194852a3017f2294a9236f98dfc",0,0,0,0.00107785334727357,0,0,0,0,0,0,0,0,0,0,0,0
"3c8c974e9e9f2247fedc8b66253b5774",0.00557142970845504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8f9fe5d435f9b6b90c0bf2e7055bdb82",0.00583673588504814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6f14a88c7074fb3b48a9f8be3f7852c8",0,0.00392242163179872,0,0.00161678002091035,0,0.00394807714542742,0,0,0,0,0.00169124202398181,0,0,0.00316648089978721,0,0
"a82d89679bc6017e06e5a11b255c5bf6",0,0,0,0,0,0,0,0,0,0,0,0.00232675830216447,0,0,0,0
"954395a75bf6cfc5ecda85aea2a4570b",0.000795918529779292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d27b2ff4d26d2899600e9921c2e925f6",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000791620224946803,0,0
"10ba1c6a051a49b25b443bebd244b71c",0,0.0149765189577769,0.105723146320835,0,0.0249162537028321,0.0414548100269879,0.164448167799187,0,0.0369500617689286,0.0352370859966266,0.0152211782158363,0.0213286177698409,0.0732176088349248,0.0207404498936062,0.0421312810718198,0
"37d606d03d54c46da31b937d8f5b6b61",0,0,0,0,0,0.0149462920505467,0,0,0.00801326640771945,0,0,0,0,0.0106077110142872,0,0
"e27928b6f9a580b0d7f95feeb01ba523",0,0,0,0.0194013602509243,0,0.0346866777776838,0,0.0705560700268995,0.0207009382199419,0.0256505258357796,0.00966424013703892,0.00872534363311675,0.061014674029104,0.0205821258486169,0,0.0664262668438034
"ba17ca70d77eba42e5aef9d3fcc1adf3",0,0.00392242163179872,0,0,0,0.0169203306232604,0,0,0.00823585714126721,0.00803198283746635,0.00483212006851946,0.00426572355396819,0,0.00712458202452123,0,0
"db5aaacffe4ca31116f5b0e292074588",0,0.0171160216660308,0.0246687341415281,0.177845802300139,0.0664433432075524,0.0406087934958249,0.0620559123770517,0.0264585262600873,0.0200331660192986,0.0494873781276153,0.0248854183528752,0.0176445837914139,0.0244058696116416,0.0525635829364677,0.0337050248574558,0.0474473334598596
"eb8d145285d4d18dd0c43c75115adbf9",0,0,0,0.0468866206064003,0,0.0132542589882206,0,0,0.00578735907224182,0.0108820412636641,0.00386569605481557,0,0,0.00490804539467018,0,0
"55b1e088790638cb0f33b74d1d5bf921",0.000795918529779292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"daac17ca54538cbc9aada8497262da96",0,0,0,0,0,0,0,0,0.0017807258683821,0.0147684845721155,0.0282679024008389,0.03645254673391,0.0274566033130968,0.0728290606951059,0.0758363059292756,0.110710444739672
"2adce772c19bf78aca62501a10d63509",0,0,0,0,0,0,0,0,0,0,0,0,0,0.011399331239234,0,0
"0a080f68f8c16188fe250be4dbeecae5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253052445119251
"4d14fe12857973bd0d0470a41c6e1a5a",0.00238775558933788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115fd3d829ca9fb45630f07981cbcb73",0.00238775558933788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3cce19ea306b1aafd7cd22fdc1bcefd6",0,0,0,0,0,0,0,0,0,0.000518192441126861,0,0,0,0,0.0112350082858186,0.0126526222559625
"c4587a7b24a6c49f9de0882e32f519f5",0,0,0,0,0,0,0,0,0.00578735907224182,0,0.00386569605481557,0.0034901374532467,0,0.00870782247441483,0,0
"0b9c934012caa8a6606599ddcb49c15b",0.0814489962140809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d9d30d32406d0d1f7d847cdbbdda6137",0.013530615006248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2754a62a78999a65def9a46a8c805a18",0.00557142970845504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4bcf2ed3c27ef7222d2bf177640edef4",0.172714320962106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3c30ef12ea30ff246e454f2cc7ee36a9",0.00530612353186195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350764427a7e15d2e95ee77951ea5c6c",0.0114081655935032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78655baa8fe07fac3df14b89c91be2bb",0.0665918503248674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9d93bbfc68509916e75cf218443f9b1b",0.0167142891253651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c62f274f92e56d9b16a9a143e797b5b3",0.00689796059142053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90c4f2d984977adea41de3f42bd18ea1",0.0095510223573515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eae2b2f16935541e065a7e45ce95ff17",0.00212244941274478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5629f0846c3c982970fcbd37fe2bdb8b",0.000795918529779292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c18be20cca10d6ead4ed3561cf3dfca0",0.000795918529779292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5167aa3de8ad6f82b0415c6cefdcd752",0.000530612353186195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503e3f397b970f03e626474b548327b4",0.0148571458892134,0,0,0,0,0.00112802204155069,0,0,0,0,0,0,0,0,0,0
"170083f87321cde2efee1b7332711ec9",0.00132653088296549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551f70cf3f951806a9b28706825acfeb",0.0193673508912961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67bf6c3e83fa94009baa7f3b5929da23",0.00397959264889646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ef29434876e20a83290e58de1f4e09c2",0.0122040841232825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5022c2e85eb7347a496e69b612b21ce1",0.00397959264889646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18c8a1caa02afa9f20b6974f6da7568c",0.0711020553269501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4a6f9dd6166c1d7f2c4af6440718c03b",0.0153877582423996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c12f7e2e3fb92f37dd8a532d2710933e",0.00822449147438602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00cb63b6f629510ea7cf65e0530b4027",0.0098163285339446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05db5feb6a21f195981e6dce06cb45f2",0.00291836794252407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8f045ab17524b4bd0dd7fe6c3fe26531",0,0,0,0,0,0,0,0,0,0,0,0.000387793050360744,0,0,0,0
"3f9749b4bbd55e95797da2d7e27eb072",0.0143265335360273,0,0,0,0,0,0,0,0,0,0,0,0,0.00854949842942547,0,0
"ed2edabe2a0c276357f7f1f210bdeda7",0.0167142891253651,0,0,0,0,0,0,0,0,0,0,0,0.015253668507276,0.00712458202452123,0,0
"894d5f2608f2a0e9e3bf2499f1cc6130",0.695367488850508,0.01390676760365,0.0140964195094446,0.00916175345182534,0,0.00817815980124252,0,0,0.00600994980578958,0.00751379039633949,0.0123219061747246,0.0160934115899709,0,0.0283400040530956,0.0561750414290931,0.0854052002277472
"1c259c84edfd90c28f17c1875a7c9747",0.000795918529779292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1e37d3623e8679bea135824898326438",0.00424489882548956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f89c5ae84b1033d896333c5ae7acb309",0.00159183705955858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08d10673b70f3d8b078a149a25d94b19",0.00663265441482743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"deb262fd92af4fdcd3b6240303048b2a",0.00371428647230336,0.0977039570102589,0.0563856780377784,0.0420362805436692,0.0442955621383683,0.059503162691799,0.0434391386639362,0.0220487718834061,0.062770586860469,0.0158048694543693,0.0195700862775038,0.023461479546825,0.0213551359101864,0.036889502482521,0,0
"a5ed688dfc70ccd795b56425b56b2865",0.000795918529779292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8ed2c27daaea55b50ad23f3ffa313d87",0.00291836794252407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e7891537521872e90b0e0f41517de633",0.00689796059142053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50d25efdb17b59f3ba7b1ad0c5db8989",0.00159183705955858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a4f5e4b88460bc4713747b9e266d3144",0.0106122470637239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4eb5a964054cfd611f6281b13f89c0d3",0.00822449147438602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7ee5506b56675190c1b39ceb2fef6b12",0.00318367411911717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4a861d22b54efb0cebe9bfc1f9e23cc0",0.00132653088296549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c992cbee5926e44bc397f0234e0c255c",0.000795918529779292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fc05fae4c5692849b84f3411043e8344",0.0095510223573515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c883771c490f92035a893a246adf9767",0.00132653088296549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873b71b30dcfcdbdf2e7080dd9db241f",0.0551836847313642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9fb275ed81ecc69dd2c2cf775d20f252",0.00106122470637239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fd7c9ad162f78a62dda5099c417becc6",0.0472244994335713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c8e5908cbbf128920eb03bfbe95f95a9",0.0180408200083306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26bcb031ea5e9e32c511c17dd4ce8c44",0.00132653088296549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ab07f8f9d60701b64f9d82751d8be248",0.000530612353186195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8b2843ccdbc3d39c6d758b7f91388341",0.0095510223573515,0.00356583784708974,0,0.00538926673636785,0.00553694526729603,0.00507609918697811,0,0,0.000667772200643287,0.00466373197014175,0.00724818010277919,0.0056229992302308,0,0.00934111865437228,0.0280875207145465,0.0126526222559625
"e8895eca419d323d988e5bdcf681d140",0.00159183705955858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83fe43c957bc1d62cad075e35f2b3e77",0.000530612353186195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2af9958fd7f71a6e23c081bc5ea32141",0.00822449147438602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516a6da55fdb8df7ed2cdc84291dbca2",0.000530612353186195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520d89ef4ce2ba808eed3e2d9a310649",0.00185714323615168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57df148d69af94192dae9ab2a045e1c2",0.00159183705955858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1209cd9553a668c3c0e9ea29050fd3a1",0.00557142970845504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"955d34a1529b6fbcf425ced56e3b7fc1",0.0302449041316131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ccd8c51003c6724304379157cbbb67a3",0.00291836794252407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8a86fb52c58e6597a806872e474d6ac1",0.010877553240317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"090b23760e2b4c99732ad0ce04fa8ac2",0.00424489882548956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e9610e4b261eb260ad4e507e8c1d634e",0.0156530644189927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"057bcefe7d185d0daf7b610144b1fa59",0.0405918450187439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"feb42a0dac8ff0d17d64cdea8f2fcf1e",0.0100816347105377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fcd440ee90ed7a838d67a52025c2c7d6",0.00663265441482743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6175323e639f0195d56844920014159a",0.00185714323615168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723bd8389de26603c3e8283a20c163c7",0.0307755164847993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62cb0689453660fcfba1346b1152bc84",0.00265306176593097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9f86297104372f6378c6bf3dc1a8e8ec",0.191816365676809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25fd077b762513468941fbac535c9506",0.0323673535443579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e843b0e0535e8033ed7c08faf28016ca",0.0848979765097911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90a5e55fa876aa0bf69ffe16087cd920",0.0780000159183706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5d8d4162e9b3958c6bc4b820eac278dc",0.00185714323615168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e1d4180c0091e155509f14fcbdb541ae",0.00344898029571026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126253aad6ce532558563354e8c229f3",0.00132653088296549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c7ee36f726ae061be7e613876b497945",0.00265306176593097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8b78ca8c5e127e820c9561e10c9f19c2",0.00371428647230336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2641fe1f99500e1a2d08cabe3073566b",0.0119387779466894,0,0,0,0,0,0,0,0,0,0,0.000775586100721489,0,0,0,0
"6c3396e9340561a2aa366046cad19f86",0.00742857294460672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53355294f61e52a7101ac1349479e2c7",0.00583673588504814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2b03838ca7687263d84571109aa7de49",0.010877553240317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40fca1aa386161b3788c78a2ea46b746",0.0249387805997511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8fa90e60ddaccabffcd68f6a481318a2",0.0811836900374878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77e5e44634d0afe9cd0385ef1e17f3ea",0.0262653114827166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26d527b73ea4ab711c0bf740b69fbfeb",0.00424489882548956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4b322ffec8bcd2c849beaeaaab778b16",0.021755106480634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f70d306dce5ac4969fdb6c1711131421",0.00318367411911717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1e3f1ba7e9eb6d326f7f7ea4792b1680",0.00716326676801363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"be1d4c6accdb6c0d6ca7a1e0db1c63fb",0.000530612353186195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bdd5dd02a4adbb00f8c1631abf8615af",0.00371428647230336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aad81ac0351dcd619b00c97e690dfa5f",0.0642040947355295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"da07a733c6038de701a8f72af131d730",0.00742857294460672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c5e8440cde07de1b358a2744fa0626e9",0.000795918529779292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38fdea0374be9c2a3549ac2be7678d6d",0.00212244941274478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86d8b22d008c02c166ab930218a92e10",0.00504081735526885,0,0,0,0,0,0,0,0,0,0.00169124202398181,0.00116337915108223,0,0.00284983280980849,0,0
"062cbfa9421131d2ab6418f8ee0385c6",0.00318367411911717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ba48df38cee6b17f2eda82b87095c240",0.00265306176593097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04d3fb492116659a0de3a6a9d16f50b1",0.000795918529779292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"798933fd16ab772e1e547b6af3461e47",0.0260000053061235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316c252396afd490a718db47b7e13385",0.00371428647230336,0.0014263351388359,0,0,0,0.000846016531163019,0,0,0,0,0,0.000969482625901861,0,0.00158324044989361,0,0
"f2fbdc2b912ea775653691981335232f",0.0265306176593097,0.0014263351388359,0,0,0,0,0,0,0,0,0.000724818010277919,0.00523520617987005,0,0.0115576552842233,0.0224700165716372,0.034794711203897
"98e48e291e82614b662dd427ed669231",0.0116734717700963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381bd0335293264d60f0d35fab6b5887",0.00795918529779292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0ef7e12e6eb35a8fd9fac7badac0c381",0.00424489882548956,0,0,0,0,0,0,0,0,0,0,0.0122154810863635,0.0335580707160072,0.0744123011449995,0.264022694716737,0.243562978427279
"64cbb145bf7546cd909ccdfc390477a7",0.0119387779466894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116dc9851c69f16ec8c27a12ce358fa4",0.013530615006248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3e7c933c821c9f18e53e1dda439951cf",0,0,0,0,0,0,0,0,0,0,0,0.0127971706619046,0.0122029348058208,0.0242235788833722,0.0926888183580035,0.158157778199532
"b78b814af10f7643be0ef223f80cb573",0.0151224520658065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7460da842ed9a123301b3bdff0597d0a",0.000795918529779292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571f6e6cd40b8548c4d3acff7572c04d",0.00318367411911717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d628016102970528d40c260b4400c593",0.00159183705955858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c7710bd03585ff9fb13a73ad718dd629",0.00159183705955858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2b21fc8c9a472bcf2441c9c063baaf0a",0.00106122470637239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f99471f9f75bc3c8400f9611fa7ee14f",0.00848979765097911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ce264b1fd05f8dfc0dd2941a2b170a3a",0.00344898029571026,0,0,0,0,0,0,0,0,0,0,0.00135727567626261,0,0.00918279460938292,0.0224700165716372,0.034794711203897
"47f95903f37498d9dd0eda1e5bcb3e28",0.00557142970845504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5c331188779be5bb65a2e80544aa8dea",0.00530612353186195,0,0,0,0,0,0,0,0,0,0,0.00290844787770558,0,0.0243819029283615,0.0224700165716372,0.0442841778958689
"86ce8e836244a989d26315bf84d75d99",0.0302449041316131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b1a12be5e88edf77bfaef78dd01159eb",0.00636734823823433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1d4b9f3ddf33afdf5308213897846090",0.665122584718895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ade13a0239469e844de6acb3f220d4b2",0.00689796059142053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56db17221a9724cad62ae9a36c453a81",0.00238775558933788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3b54387c342aed1bbfc6586fdf74ffc6",0.00477551117867575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8dd05d46c0b97113078aba2427454051",0.00132653088296549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78d38ebcda61982cfb9d7fccb6a94cf2",0.00132653088296549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ad552f09200febf499158c052101079b",0.0103469408871308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6ed1f425cd7d234afdf0906b91293ae2",0.0132653088296549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d5ed9ff1b4b6861428e0eb93d8b2c3a1",0.00371428647230336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a41371aa833164c1e707004fdfb16b36",0.0233469435401926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e8c47e7d73b07d777c7a56fc1318b432",0.00530612353186195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9d4a17911618ba9db170b62ca50ac4a3",0.00238775558933788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a8a559b16166ead544ccc5288860baca",0.00159183705955858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"da42156b748b0af3ebc3c6268720755e",0.0347551091336957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e0d953cdee5c868270edabd2f2937909",0.00530612353186195,0,0,0,0,0,0,0,0,0,0,0,0,0.00110826831492552,0.00561750414290931,0
"9cc5b63b74154fc7bcdf7e8796e5d2de",0.00185714323615168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685a06c480c8512cad2bba3e5b066bdb",0.00344898029571026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6504a13e2edb3328fffb344daf7b2ee3",0.0283877608954614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fdb931f5c3f0b1f62bb2d613cb86001e",0.0100816347105377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5b3ae10206715c2976a983cb2eef902e",0.0100816347105377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77da7e24d4e417e8a4fd692db80d26e1",0.00132653088296549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"edb1b7dc98830cdfb83ef9466ad4aaaa",0.0652653194419019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"597e0e7e460f5d0be7030d9da9e27e58",0.00504081735526885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c010039c9d795c2923840493ddf8c086",0.00318367411911717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43c944338e9f3b7dbdf05108887a754a",0.0291836794252407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bfbc3acfb5c0b219aa6480a3323adf77",0.00397959264889646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ab4d207ba005958298be140605c5a8fb",0.0169795953019582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8a652928ef13cc45fe6fad624a6fa1d2",0.0119387779466894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5bd95b851799d453c141b62c55e27ef4",0.00795918529779292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04bc2a095282907ef4df7a2a9447166f",0.0180408200083306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7f95be53d89bc3a48bae7b78b974d701",0.0100816347105377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c9209e2a22c08ecdf2762a15fb6e44e1",0.0249387805997511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43b083f9636dbce1742a5107ad053584",0.00663265441482743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c668608bc7be0382064b57d5505c7e23",0.181204118613085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ae53fe95ad7f469e3187a126d6098100",0.102673490341529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2df9e7b11fe11f679f52c25fe8d3c27f",0.0992245100458184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e587cd60e62e6c08ac653bef4e935304",0.00424489882548956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758b8307071957eb86c89a180b187482",0.0848979765097911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16d5a0178f3d79e81808ab413ec47dc9",0.00875510382757221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0b359e0da05bbff15ce4ea980bfaa286",0.0206938817742616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1c4637de71fcd2eaffb3ce3dfac5900b",0.00238775558933788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
